Sensor 0052 - site1
Site 1
date [EST]	lu 412 [uW/cm^2/nm/sr]	lu 442 [uW/cm^2/nm/sr]	lu 490 [uW/cm^2/nm/sr]	lu 510 [uW/cm^2/nm/sr]	lu 555 [uW/cm^2/nm/sr]	lu 664 [uW/cm^2/nm/sr]	lu 669 [uW/cm^2/nm/sr]
2015-06-20 20:00:00	-0.007788	-0.009399	-0.008633	-0.008988	-0.012372	-0.018214	-0.017574
2015-06-20 21:00:00	-0.0077490	-0.009522	-0.008780	-0.009133	-0.012092	-0.017293	-0.017028
2015-06-20 22:00:00	-0.008645	-0.009543	-0.008649	-0.009079	-0.012561	-0.017555	-0.017721
2015-06-20 23:00:00	-0.007896	-0.009505	-0.008943	-0.009168	-0.011977	-0.018097	-0.017269
2015-06-21 00:00:00	-0.008214	-0.009445	-0.008528	-0.009366	-0.012748	-0.017586	-0.017338
2015-06-21 01:00:00	-0.008449	-0.009316	-0.009228	-0.009255	-0.012463	-0.017127	-0.017596
2015-06-21 02:00:00	-0.008397	-0.008856	-0.008670	-0.008998	-0.011934	-0.017648	-0.017272
2015-06-21 03:00:00	-0.008139	-0.010133	-0.008795	-0.009241	-0.012918	-0.017502	-0.017736
2015-06-21 04:00:00	-0.007885	-0.009750	-0.008201	-0.009025	-0.012174	-0.017750	-0.017805
2015-06-21 05:00:00	-0.007505	-0.007686	-0.004377	-0.003870	-0.004507	-0.015723	-0.014954
2015-06-21 06:00:00	-0.005969	-0.005733	0.000142	0.001606	0.003718	-0.012160	-0.012725
2015-06-21 07:00:00	-0.005342	-0.001543	0.015278	0.021369	0.034495	-0.011067	-0.010792
2015-06-21 08:00:00	-0.002317	0.005141	0.038783	0.052092	0.083658	-0.005179	-0.004667
2015-06-21 09:00:00	-0.000576	0.010870	0.059362	0.080039	0.130636	0.000694	0.001061
2015-06-21 10:00:00	-0.000833	0.009029	0.053462	0.072644	0.118829	-0.000662	-0.000846
2015-06-21 11:00:00	-0.003723	0.00202	0.028720	0.037881	0.062189	-0.007353	-0.007669
2015-06-21 12:00:00	0.011836	0.036468	0.140747	0.189315	0.302508	0.031792	0.03044
2015-06-21 13:00:00	0.01521	0.044362	0.163583	0.219206	0.352279	0.040385	0.039724
2015-06-21 14:00:00	0.006641	0.024290	0.096208	0.131159	0.209275	0.016118	0.016187
2015-06-21 15:00:00	0.016198	0.046954	0.163925	0.217792	0.336961	0.043698	0.043265
2015-06-21 16:00:00	-0.001109	0.007350	0.043697	0.059827	0.092625	-0.001999	-0.002460
2015-06-21 17:00:00	-0.003264	0.002252	0.031035	0.043934	0.069497	-0.005592	-0.005922
2015-06-21 18:00:00	-0.004212	-0.000750	0.015680	0.021710	0.030722	-0.010514	-0.010908
2015-06-21 19:00:00	-0.006360	-0.006271	-0.002994	-0.002341	-0.003657	-0.013083	-0.013215
2015-06-21 20:00:00	-0.0081560	-0.009746	-0.008837	-0.009257	-0.012515	-0.017084	-0.018032
2015-06-21 21:00:00	-0.008656	-0.009986	-0.008791	-0.009150	-0.013172	-0.017835	-0.018543
2015-06-21 22:00:00	-0.007946	-0.009416	-0.008689	-0.008856	-0.012099	-0.018436	-0.017337
2015-06-21 23:00:00	-0.008492	-0.009703	-0.008697	-0.009491	-0.012690	-0.017806	-0.017150
2015-06-22 00:00:00	-0.0083300	-0.009343	-0.008706	-0.009056	-0.012063	-0.017125	-0.016777
2015-06-22 01:00:00	-0.0081370	-0.009704	-0.008738	-0.009134	-0.012576	-0.018026	-0.017428
2015-06-22 02:00:00	-0.008025	-0.010238	-0.008690	-0.009360	-0.013169	-0.017471	-0.017739
2015-06-22 03:00:00	-0.008037	-0.010139	-0.008955	-0.009524	-0.012815	-0.018174	-0.018154
2015-06-22 04:00:00	-0.008077	-0.009479	-0.008443	-0.008409	-0.011230	-0.017118	-0.017066
2015-06-22 05:00:00	-0.006437	-0.005899	0.002327	0.004812	0.006483	-0.014060	-0.014157
2015-06-22 06:00:00	-0.000598	0.010055	0.053547	0.072662	0.111580	0.001298	0.001345
2015-06-22 07:00:00	0.006915	0.024152	0.088661	0.119172	0.183683	0.018571	0.017598
2015-06-22 08:00:00	0.017327	0.051131	0.17335	0.232510	0.364342	0.044688	0.044100
2015-06-22 09:00:00	0.029958	0.083339	0.278311	0.374226	0.591329	0.079831	0.076694
2015-06-22 10:00:00	0.028928	0.079413	0.264259	0.354877	0.557056	0.073897	0.070819
2015-06-22 11:00:00	0.058331	0.155641	0.491848	0.652550	1.017734	0.150637	0.143807
2015-06-22 12:00:00	0.079041	0.207057	0.636283	0.837437	1.295774	0.197697	0.189792
2015-06-22 13:00:00	0.012654	0.038931	0.136344	0.183904	0.286746	0.030095	0.029245
2015-06-22 14:00:00	0.065301	0.183846	0.629899	0.848737	1.359051	0.204088	0.197369
2015-06-22 15:00:00	0.031616	0.091934	0.334048	0.458837	0.750393	0.107305	0.102588
2015-06-22 16:00:00	0.016955	0.055117	0.223752	0.314092	0.528074	0.067338	0.065288
2015-06-22 17:00:00	0.015104	0.047134	0.176709	0.242957	0.390408	0.056625	0.054193
2015-06-22 18:00:00	-0.001045	0.010689	0.060563	0.084402	0.132474	0.003687	0.003061
2015-06-22 19:00:00	-0.005473	-0.004631	0.003191	0.005504	0.007027	-0.012034	-0.011588
2015-06-22 20:00:00	-0.007908	-0.009456	-0.008354	-0.009106	-0.012666	-0.017901	-0.017267
2015-06-22 21:00:00	-0.008127	-0.009773	-0.008980	-0.009017	-0.012418	-0.017977	-0.016932
2015-06-22 22:00:00	-0.008845	-0.010004	-0.008458	-0.008692	-0.012249	-0.017393	-0.017362
2015-06-22 23:00:00	-0.008358	-0.008952	-0.008465	-0.008872	-0.012366	-0.017680	-0.016914
2015-06-23 00:00:00	-0.008158	-0.009543	-0.009072	-0.008988	-0.012294	-0.017186	-0.016828
2015-06-23 01:00:00	-0.008163	-0.010232	-0.008895	-0.00941	-0.012782	-0.017659	-0.017772
2015-06-23 02:00:00	-0.008163	-0.009687	-0.00905	-0.009581	-0.012442	-0.017517	-0.017242
2015-06-23 03:00:00	-0.008054	-0.009299	-0.008716	-0.009439	-0.011965	-0.017586	-0.017472
2015-06-23 04:00:00	-0.007341	-0.0085630	-0.005115	-0.005182	-0.007768	-0.016943	-0.017177
2015-06-23 05:00:00	-0.004328	0.001634	0.030245	0.042965	0.068167	-0.004301	-0.004435
2015-06-23 06:00:00	-0.002036	0.005920	0.044730	0.062709	0.099716	-0.002184	-0.002276
2015-06-23 07:00:00	-0.000112	0.010481	0.053074	0.072486	0.114152	0.002062	0.001690
2015-06-23 08:00:00	-0.001818	0.006959	0.045197	0.062273	0.099512	-0.001992	-0.002266
2015-06-23 09:00:00	-0.003666	0.001453	0.026150	0.037176	0.061272	-0.007043	-0.006732
2015-06-23 10:00:00	-0.003028	0.003419	0.033795	0.046848	0.078647	-0.005191	-0.005791
2015-06-23 11:00:00	0.011079	0.036571	0.135734	0.183708	0.297056	0.030873	0.030211
2015-06-23 12:00:00	0.010126	0.033116	0.122218	0.162606	0.261556	0.028189	0.027000
2015-06-23 13:00:00	0.013177	0.039040	0.141608	0.184927	0.291949	0.035067	0.033479
2015-06-23 14:00:00	0.010706	0.032477	0.123339	0.169606	0.269903	0.031101	0.030992
2015-06-23 15:00:00	0.013780	0.039732	0.137541	0.183261	0.283872	0.033021	0.033287
2015-06-23 16:00:00	0.012237	0.037285	0.136078	0.184415	0.294155	0.038948	0.039054
2015-06-23 17:00:00	-0.000245	0.009001	0.049553	0.067822	0.107766	0.002441	0.001875
2015-06-23 18:00:00	-0.004693	0.000602	0.032262	0.048039	0.087511	-0.001799	-0.002342
2015-06-23 19:00:00	-0.005957	-0.005747	-0.000271	0.001245	0.002262	-0.013281	-0.012799
2015-06-23 20:00:00	-0.007949	-0.010234	-0.009203	-0.009068	-0.012457	-0.017650	-0.017002
2015-06-23 21:00:00	-0.007932	-0.009845	-0.008777	-0.009189	-0.012259	-0.017870	-0.017403
2015-06-23 22:00:00	-0.008574	-0.0095650	-0.008684	-0.009482	-0.012375	-0.017824	-0.017560
2015-06-23 23:00:00	-0.008548	-0.009712	-0.009228	-0.008999	-0.012896	-0.017637	-0.017335
2015-06-24 00:00:00	-0.008680	-0.009431	-0.008307	-0.009148	-0.012903	-0.017339	-0.017188
2015-06-24 01:00:00	-0.008062	-0.009455	-0.008502	-0.009060	-0.012056	-0.017834	-0.017130
2015-06-24 02:00:00	-0.007864	-0.010395	-0.008937	-0.009182	-0.012447	-0.016900	-0.016970
2015-06-24 03:00:00	-0.008465	-0.009673	-0.008775	-0.009535	-0.012456	-0.017351	-0.017062
2015-06-24 04:00:00	-0.008036	-0.008126	-0.005065	-0.004774	-0.007022	-0.017182	-0.016398
2015-06-24 05:00:00	-0.002922	0.001842	0.028726	0.040790	0.063871	-0.005480	-0.005690
2015-06-24 06:00:00	0.005629	0.024763	0.102469	0.142366	0.229913	0.026912	0.026695
2015-06-24 07:00:00	0.005769	0.026392	0.122386	0.175115	0.303184	0.024517	0.024184
2015-06-24 08:00:00	0.011176	0.040360	0.170353	0.244122	0.420298	0.035259	0.034490
2015-06-24 09:00:00	0.019285	0.062815	0.246839	0.348465	0.590361	0.054860	0.053681
2015-06-24 10:00:00	0.046970	0.121974	0.377604	0.506623	0.801831	0.121183	0.116707
2015-06-24 11:00:00	0.037564	0.111399	0.402655	0.557051	0.915547	0.101955	0.097864
2015-06-24 12:00:00	0.060250	0.162385	0.520604	0.69737	1.099442	0.153815	0.149219
2015-06-24 13:00:00	0.069037	0.184227	0.579013	0.763965	1.180325	0.178784	0.171855
2015-06-24 14:00:00	0.059508	0.162537	0.521130	0.691807	1.075713	0.161581	0.156592
2015-06-24 15:00:00	0.040492	0.113242	0.372638	0.503196	0.799346	0.119288	0.116503
2015-06-24 16:00:00	0.020292	0.060549	0.217083	0.300174	0.491836	0.067195	0.066312
2015-06-24 17:00:00	0.004991	0.020738	0.089439	0.126061	0.204742	0.020630	0.020329
2015-06-24 18:00:00	-0.004242	0.000718	0.027646	0.041081	0.063570	-0.005866	-0.006446
2015-06-24 19:00:00	-0.006079	-0.006360	0.000057	0.002025	0.004631	-0.012074	-0.012208
2015-06-24 20:00:00	-0.008401	-0.009571	-0.008303	-0.009160	-0.012283	-0.017484	-0.01670
2015-06-24 21:00:00	-0.007631	-0.009586	-0.008353	-0.009005	-0.012387	-0.017357	-0.016502
2015-06-24 22:00:00	-0.008093	-0.009524	-0.009059	-0.008974	-0.012084	-0.016625	-0.016552
2015-06-24 23:00:00	-0.007960	-0.010019	-0.008594	-0.009336	-0.012115	-0.017295	-0.017267
2015-06-25 00:00:00	-0.008014	-0.009535	-0.008800	-0.009067	-0.012495	-0.017018	-0.016976
2015-06-25 01:00:00	-0.008120	-0.009486	-0.008636	-0.009274	-0.012149	-0.017575	-0.017668
2015-06-25 02:00:00	-0.007741	-0.009959	-0.00885	-0.009206	-0.012511	-0.017093	-0.017926
2015-06-25 03:00:00	-0.008130	-0.009704	-0.008832	-0.009338	-0.012924	-0.018356	-0.017560
2015-06-25 04:00:00	-0.007990	-0.008157	-0.004025	-0.003803	-0.005173	-0.016394	-0.016014
2015-06-25 05:00:00	-0.004183	0.001866	0.032914	0.047694	0.072934	-0.005487	-0.005163
2015-06-25 06:00:00	0.006389	0.026937	0.106558	0.147171	0.230905	0.024963	0.025076
2015-06-25 07:00:00	0.018185	0.057995	0.209801	0.288150	0.454092	0.05664	0.055327
2015-06-25 08:00:00	0.038865	0.111825	0.367686	0.495811	0.763406	0.112564	0.108847
2015-06-25 09:00:00	0.046390	0.131278	0.416004	0.560634	0.858737	0.117371	0.113105
2015-06-25 10:00:00	0.024984	0.074684	0.244873	0.332416	0.504408	0.051911	0.050593
2015-06-25 14:00:00	0.082296	0.217682	0.646302	0.849972	1.241278	0.184528	0.179047
2015-06-25 15:00:00	0.061242	0.166779	0.515513	0.680352	0.991018	0.136007	0.132628
2015-06-25 16:00:00	0.033152	0.095997	0.304662	0.404591	0.590278	0.077874	0.076710
2015-06-25 17:00:00	0.014490	0.046161	0.164655	0.223548	0.337242	0.044126	0.043487
2015-06-25 18:00:00	-0.001904	0.004836	0.033930	0.046314	0.063442	-0.005301	-0.005230
2015-06-25 19:00:00	-0.005502	-0.004142	0.005282	0.006924	0.005862	-0.012877	-0.012443
2015-06-25 20:00:00	-0.008183	-0.009859	-0.008370	-0.008998	-0.012663	-0.017347	-0.017510
2015-06-25 21:00:00	-0.007976	-0.009642	-0.008741	-0.008783	-0.012215	-0.017650	-0.017258
2015-06-25 22:00:00	-0.008268	-0.009629	-0.008807	-0.008993	-0.012410	-0.017401	-0.016539
2015-06-25 23:00:00	-0.008462	-0.009556	-0.00862	-0.009267	-0.012321	-0.017268	-0.017009
2015-06-26 00:00:00	-0.007895	-0.009588	-0.008465	-0.009502	-0.012800	-0.018019	-0.018036
2015-06-26 01:00:00	-0.007725	-0.009346	-0.008350	-0.009482	-0.012559	-0.017899	-0.017071
2015-06-26 02:00:00	-0.008458	-0.009036	-0.008685	-0.009191	-0.011989	-0.017473	-0.017084
2015-06-26 03:00:00	-0.008070	-0.009424	-0.009099	-0.009090	-0.012714	-0.017591	-0.017123
2015-06-26 04:00:00	-0.007661	-0.009153	-0.007732	-0.007329	-0.010476	-0.017832	-0.017448
2015-06-26 05:00:00	-0.004599	-0.002710	0.008268	0.012524	0.016034	-0.010928	-0.010953
2015-06-26 06:00:00	-0.002535	0.003902	0.027751	0.037366	0.051869	-0.005893	-0.006017
2015-06-26 07:00:00	0.008898	0.031279	0.105264	0.138333	0.195128	0.017894	0.017951
2015-06-26 08:00:00	0.000625	0.013783	0.064219	0.086682	0.12672	0.000001	-0.00010
2015-06-26 09:00:00	0.028240	0.078477	0.256921	0.342782	0.509291	0.060950	0.060156
2015-06-26 10:00:00	0.041313	0.112523	0.349064	0.468786	0.706932	0.093553	0.092292
2015-06-26 11:00:00	0.071313	0.195017	0.630011	0.840517	1.270317	0.164992	0.159263
2015-06-26 12:00:00	0.052919	0.145629	0.491356	0.673025	1.065566	0.129358	0.123817
2015-06-26 13:00:00	0.058337	0.164820	0.548112	0.750068	1.173709	0.144415	0.138051
2015-06-26 14:00:00	0.082312	0.213196	0.633788	0.839045	1.246223	0.191626	0.186665
2015-06-26 15:00:00	0.063427	0.170809	0.521933	0.683108	0.997391	0.151531	0.146895
2015-06-26 16:00:00	0.034295	0.098202	0.314938	0.419278	0.612986	0.079398	0.078932
2015-06-26 17:00:00	0.017190	0.052168	0.176981	0.235279	0.342767	0.045323	0.045122
2015-06-26 18:00:00	-0.002429	0.007974	0.050516	0.070626	0.102414	-0.00024	-0.000098
2015-06-26 19:00:00	-0.005895	-0.004804	0.002561	0.004637	0.004141	-0.012420	-0.012421
2015-06-26 20:00:00	-0.007879	-0.009277	-0.008560	-0.009255	-0.012090	-0.017313	-0.017454
2015-06-26 21:00:00	-0.008381	-0.009614	-0.008641	-0.009233	-0.012242	-0.017524	-0.016846
2015-06-26 22:00:00	-0.008033	-0.009532	-0.008439	-0.009108	-0.012443	-0.017260	-0.017267
2015-06-26 23:00:00	-0.008151	-0.009937	-0.008686	-0.009506	-0.012318	-0.017162	-0.017344
2015-06-27 00:00:00	-0.006476	-0.008083	-0.007279	-0.007606	-0.010555	-0.014237	-0.014525
2015-06-27 01:00:00	-0.008652	-0.009722	-0.008682	-0.009170	-0.012312	-0.017739	-0.017459
2015-06-27 02:00:00	-0.008326	-0.009797	-0.008828	-0.008604	-0.012325	-0.018137	-0.017631
2015-06-27 03:00:00	-0.007818	-0.009797	-0.008360	-0.009249	-0.012672	-0.017431	-0.017948
2015-06-27 04:00:00	-0.006021	-0.005896	-0.001083	-0.000066	-0.001407	-0.013297	-0.012608
2015-06-27 05:00:00	-0.002263	0.006163	0.043678	0.060321	0.087132	-0.004061	-0.004216
2015-06-27 06:00:00	0.004132	0.023258	0.108482	0.152821	0.240873	0.016979	0.017150
2015-06-27 07:00:00	0.013426	0.049797	0.197751	0.273510	0.424775	0.043674	0.043147
2015-06-27 08:00:00	0.023408	0.079446	0.287135	0.388730	0.581602	0.057158	0.056121
2015-06-27 09:00:00	0.045917	0.136236	0.425930	0.559930	0.811935	0.110982	0.109978
2015-06-27 10:00:00	0.046777	0.134702	0.420844	0.558016	0.824446	0.110458	0.110931
2015-06-27 11:00:00	0.069030	0.187031	0.558599	0.730083	1.063254	0.150270	0.149072
2015-06-27 12:00:00	0.061531	0.164228	0.486901	0.63954	0.940195	0.132040	0.131016
2015-06-27 13:00:00	0.071149	0.190964	0.590270	0.779473	1.158664	0.162833	0.161360
2015-06-27 14:00:00	0.048736	0.133479	0.411601	0.544038	0.808960	0.109136	0.108300
2015-06-27 15:00:00	0.040192	0.111740	0.354630	0.473957	0.705407	0.093242	0.091327
2015-06-27 16:00:00	0.019205	0.056280	0.185451	0.245628	0.359869	0.042570	0.043190
2015-06-27 17:00:00	0.005708	0.023339	0.090192	0.121259	0.177468	0.015554	0.015627
2015-06-27 18:00:00	-0.004907	-0.002157	0.016398	0.026384	0.045514	-0.006296	-0.006111
2015-06-27 19:00:00	-0.006395	-0.006980	-0.003290	-0.001962	-0.002715	-0.013743	-0.012945
2015-06-27 20:00:00	-0.007840	-0.009295	-0.008707	-0.009333	-0.012430	-0.01817	-0.017170
2015-06-27 21:00:00	-0.008213	-0.009470	-0.009168	-0.009054	-0.012373	-0.017742	-0.017461
2015-06-27 22:00:00	-0.008048	-0.008939	-0.009088	-0.009109	-0.012167	-0.017931	-0.017508
2015-06-27 23:00:00	-0.008184	-0.009511	-0.008811	-0.008843	-0.012314	-0.017158	-0.017011
2015-06-28 00:00:00	-0.007569	-0.009982	-0.008511	-0.009397	-0.012636	-0.017315	-0.017294
2015-06-28 01:00:00	-0.007874	-0.010167	-0.008768	-0.009037	-0.012722	-0.017466	-0.017681
2015-06-28 02:00:00	-0.008181	-0.009527	-0.008722	-0.008952	-0.012176	-0.017693	-0.017320
2015-06-28 03:00:00	-0.007808	-0.009335	-0.008752	-0.008816	-0.012694	-0.017793	-0.017329
2015-06-28 04:00:00	-0.008066	-0.009247	-0.007391	-0.007792	-0.011120	-0.016813	-0.016852
2015-06-28 05:00:00	-0.005844	-0.004328	0.006414	0.010993	0.015402	-0.012781	-0.012777
2015-06-28 06:00:00	-0.003716	0.000019	0.020741	0.029539	0.046420	-0.006782	-0.007226
2015-06-28 07:00:00	-0.005302	-0.004288	0.005859	0.010438	0.018279	-0.009714	-0.010722
2015-06-28 08:00:00	-0.006869	-0.005480	0.004651	0.008428	0.016937	-0.013179	-0.012720
2015-06-28 09:00:00	-0.005674	-0.003829	0.007814	0.012856	0.023405	-0.009932	-0.010063
2015-06-28 10:00:00	-0.004156	0.000001	0.024096	0.034775	0.060022	-0.006693	-0.007827
2015-06-28 11:00:00	0.000644	0.013429	0.067758	0.091502	0.144271	0.004863	0.004925
2015-06-28 12:00:00	0.005912	0.022272	0.086623	0.117360	0.185615	0.016779	0.016829
2015-06-28 13:00:00	0.008202	0.026050	0.096417	0.129363	0.202653	0.020374	0.019555
2015-06-28 14:00:00	0.006962	0.022720	0.086536	0.117479	0.185667	0.018332	0.017060
2015-06-28 15:00:00	0.000816	0.012890	0.062795	0.085736	0.137002	0.004772	0.004480
2015-06-28 16:00:00	-0.001343	0.006427	0.042006	0.056564	0.086894	-0.001649	-0.002277
2015-06-28 17:00:00	-0.004813	0.0000370	0.023520	0.033424	0.053685	-0.007192	-0.007445
2015-06-28 18:00:00	-0.006324	-0.0058390	0.003874	0.007517	0.013654	-0.012106	-0.012818
2015-06-28 19:00:00	-0.007471	-0.008812	-0.006545	-0.006935	-0.009384	-0.017713	-0.017375
2015-06-28 20:00:00	-0.008009	-0.010055	-0.008619	-0.009130	-0.012260	-0.017842	-0.017187
2015-06-28 21:00:00	-0.007258	-0.008211	-0.007142	-0.007732	-0.010443	-0.014344	-0.014882
2015-06-28 22:00:00	-0.007925	-0.009629	-0.008665	-0.008912	-0.012576	-0.017575	-0.017214
2015-06-28 23:00:00	-0.007319	-0.007850	-0.007206	-0.007504	-0.010586	-0.014179	-0.014661
2015-06-29 00:00:00	-0.008571	-0.009214	-0.008333	-0.009055	-0.012492	-0.017861	-0.017494
2015-06-29 01:00:00	-0.008517	-0.009277	-0.008759	-0.008850	-0.012876	-0.017652	-0.016590
2015-06-29 02:00:00	-0.007786	-0.010077	-0.008364	-0.008930	-0.013099	-0.017646	-0.018010
2015-06-29 03:00:00	-0.008192	-0.009595	-0.008332	-0.008908	-0.012435	-0.017932	-0.017380
2015-06-29 04:00:00	-0.008085	-0.009152	-0.006494	-0.006531	-0.009230	-0.017107	-0.017056
2015-06-29 05:00:00	-0.005833	-0.002393	0.014344	0.020976	0.03333	-0.009844	-0.009544
2015-06-29 06:00:00	-0.000614	0.010716	0.057970	0.077976	0.115532	0.000580	0.001216
2015-06-29 07:00:00	0.014919	0.048041	0.167394	0.220917	0.333838	0.045984	0.045267
2015-06-29 08:00:00	0.017085	0.055850	0.194293	0.259205	0.394742	0.059417	0.057536
2015-06-29 09:00:00	0.025807	0.077447	0.251309	0.332631	0.494260	0.077983	0.076161
2015-06-29 10:00:00	0.030421	0.091275	0.303274	0.410071	0.632491	0.097638	0.095085
2015-06-29 11:00:00	0.041665	0.118782	0.377208	0.503762	0.759055	0.116944	0.115445
2015-06-29 12:00:00	0.031315	0.090351	0.293781	0.398564	0.608388	0.085046	0.083547
2015-06-29 13:00:00	0.062463	0.167604	0.511888	0.682341	1.029888	0.169392	0.165328
2015-06-29 14:00:00	0.066242	0.179317	0.556102	0.745238	1.143094	0.209986	0.203765
2015-06-29 15:00:00	0.044593	0.125235	0.415739	0.565658	0.890937	0.132418	0.128079
2015-06-29 16:00:00	0.032222	0.095005	0.335118	0.459006	0.728306	0.108810	0.105751
2015-06-29 17:00:00	0.015661	0.050297	0.181595	0.246467	0.379697	0.057264	0.056125
2015-06-29 18:00:00	-0.001652	0.006553	0.041785	0.055737	0.077301	-0.003276	-0.003377
2015-06-29 19:00:00	-0.005153	-0.004035	0.006511	0.008747	0.009487	-0.011830	-0.011433
2015-06-29 20:00:00	-0.008488	-0.009431	-0.008573	-0.008952	-0.012318	-0.017808	-0.017359
2015-06-29 21:00:00	-0.008195	-0.009742	-0.008629	-0.009204	-0.012627	-0.018110	-0.017490
2015-06-29 22:00:00	-0.007983	-0.009722	-0.008641	-0.009442	-0.012421	-0.017488	-0.017346
2015-06-29 23:00:00	-0.008185	-0.009555	-0.008721	-0.009560	-0.012710	-0.018081	-0.017274
2015-06-30 00:00:00	-0.007642	-0.009687	-0.008805	-0.009440	-0.012872	-0.017089	-0.016984
2015-06-30 01:00:00	-0.008236	-0.009260	-0.008457	-0.009474	-0.012329	-0.018152	-0.016755
2015-06-30 02:00:00	-0.008179	-0.010150	-0.009068	-0.008888	-0.012703	-0.017113	-0.017262
2015-06-30 03:00:00	-0.008038	-0.009795	-0.008883	-0.009264	-0.012771	-0.018306	-0.017386
2015-06-30 04:00:00	-0.007887	-0.008625	-0.005736	-0.005475	-0.008402	-0.017619	-0.017169
2015-06-30 05:00:00	-0.001963	0.005483	0.036389	0.048039	0.063599	-0.006253	-0.006006
2015-06-30 06:00:00	0.006461	0.026540	0.098072	0.130631	0.189435	0.020566	0.018936
2015-06-30 07:00:00	0.018803	0.058200	0.195504	0.257594	0.375181	0.048599	0.047307
2015-07-28 07:00:00	0.047274	0.112240	0.323613	0.424155	0.577103	0.05529	0.055595
2015-07-28 08:00:00	0.041690	0.091991	0.250138	0.324464	0.427533	0.041311	0.041778
2015-07-28 09:00:00	0.052309	0.109647	0.284621	0.371190	0.490528	0.049715	0.051048
2015-07-28 10:00:00	0.091745	0.199369	0.537577	0.727779	1.047232	0.117764	0.115659
2015-07-28 11:00:00	0.103008	0.211741	0.534050	0.700988	0.957991	0.106691	0.107215
2015-07-28 12:00:00	0.132037	0.266857	0.634762	0.813663	1.077868	0.123786	0.123373
2015-07-28 13:00:00	0.135740	0.273496	0.656870	0.855915	1.165704	0.136469	0.136444
2015-07-28 14:00:00	0.135110	0.272218	0.713789	0.964180	1.403954	0.179493	0.176059
2015-07-28 15:00:00	0.017556	0.036004	0.096685	0.128626	0.176258	0.011074	0.011269
2015-07-28 16:00:00	0.019404	0.042809	0.123482	0.169373	0.242671	0.019366	0.019283
2015-07-28 17:00:00	0.035312	0.084038	0.240814	0.318285	0.446481	0.054025	0.052951
2015-07-28 18:00:00	0.006275	0.018667	0.054833	0.069338	0.084301	-0.001067	-0.000684
2015-07-28 19:00:00	-0.005797	-0.006442	-0.003743	-0.003493	-0.006307	-0.014394	-0.013579
2015-07-28 20:00:00	-0.006177	-0.007508	-0.007028	-0.007547	-0.010047	-0.014138	-0.01420
2015-07-28 21:00:00	-0.006436	-0.007543	-0.006942	-0.007632	-0.010051	-0.014080	-0.013698
2015-07-28 22:00:00	-0.006595	-0.008047	-0.007349	-0.007182	-0.009893	-0.014888	-0.014745
2015-07-28 23:00:00	-0.005902	-0.007822	-0.007410	-0.0073000	-0.010166	-0.014340	-0.014193
2015-07-29 00:00:00	-0.006724	-0.007977	-0.006663	-0.007584	-0.010372	-0.014801	-0.014248
2015-07-29 01:00:00	-0.006321	-0.007480	-0.007069	-0.007387	-0.009827	-0.014339	-0.014261
2015-07-29 02:00:00	-0.006765	-0.007661	-0.006734	-0.007405	-0.010092	-0.014407	-0.013726
2015-07-29 03:00:00	-0.006224	-0.008007	-0.006827	-0.007686	-0.010027	-0.014435	-0.013779
2015-07-29 04:00:00	-0.006667	-0.007848	-0.006882	-0.006864	-0.009850	-0.014354	-0.014580
2015-07-29 05:00:00	0.000700	0.009081	0.042372	0.056267	0.073573	-0.003633	-0.003427
2015-07-29 06:00:00	0.020819	0.053580	0.160059	0.209734	0.287135	0.028369	0.027995
2015-07-29 07:00:00	0.046360	0.112851	0.323347	0.425093	0.584564	0.062371	0.062780
2015-07-29 08:00:00	0.072632	0.173794	0.488551	0.635335	0.854456	0.088822	0.088467
2015-07-29 09:00:00	0.095673	0.217651	0.565963	0.722390	0.942663	0.107484	0.106430
2015-07-29 10:00:00	0.100126	0.213497	0.538801	0.695942	0.927680	0.108687	0.108745
2015-07-29 11:00:00	0.081208	0.182362	0.504232	0.674632	0.940954	0.085409	0.086593
2015-07-29 12:00:00	0.111165	0.237061	0.624379	0.832789	1.176506	0.125234	0.125339
2015-07-29 13:00:00	0.090405	0.188823	0.490803	0.661187	0.945427	0.104206	0.104385
2015-07-29 14:00:00	0.092753	0.194148	0.532080	0.733829	1.095050	0.125738	0.124937
2015-07-29 15:00:00	-0.000981	0.003748	0.024456	0.035979	0.056877	-0.007107	-0.006428
2015-07-29 16:00:00	0.045213	0.096146	0.290440	0.409778	0.627848	0.075115	0.074516
2015-07-29 17:00:00	0.025280	0.056413	0.172094	0.239827	0.355896	0.038869	0.038729
2015-07-29 18:00:00	0.009814	0.026081	0.081964	0.109005	0.153987	0.018194	0.017438
2015-07-29 19:00:00	-0.005631	-0.005706	-0.002285	-0.001407	-0.003636	-0.013155	-0.013066
2015-07-29 20:00:00	-0.00676	-0.007159	-0.006987	-0.007395	-0.009957	-0.013928	-0.014250
2015-07-29 21:00:00	-0.006247	-0.007481	-0.007321	-0.007220	-0.009818	-0.0138020	-0.014257
2015-07-29 22:00:00	-0.007016	-0.007104	-0.007236	-0.007087	-0.009790	-0.0140520	-0.0143670
2015-07-29 23:00:00	-0.006574	-0.007929	-0.006915	-0.007291	-0.009574	-0.014569	-0.014271
2015-07-30 00:00:00	-0.00628	-0.007482	-0.006735	-0.007560	-0.010054	-0.0150200	-0.013737
2015-07-30 01:00:00	-0.005963	-0.007960	-0.006741	-0.007367	-0.009990	-0.014411	-0.013849
