Sensor 0052 - site1
Site 1
date [EST]	lu 412 [uW/cm^2/nm/sr]	lu 442 [uW/cm^2/nm/sr]	lu 490 [uW/cm^2/nm/sr]	lu 510 [uW/cm^2/nm/sr]	lu 555 [uW/cm^2/nm/sr]	lu 664 [uW/cm^2/nm/sr]	lu 669 [uW/cm^2/nm/sr]
2016-09-05 19:00:00	-0.002588	-0.003632	-0.003102	-0.003450	-0.004330	-0.006499	-0.006237
2016-09-05 20:00:00	-0.002912	-0.004041	-0.003573	-0.003798	-0.004840	-0.007397	-0.007147
2016-09-05 21:00:00	-0.002651	-0.003775	-0.003223	-0.003384	-0.004957	-0.006405	-0.006527
2016-09-05 22:00:00	-0.002582	-0.003473	-0.003140	-0.003153	-0.004370	-0.006353	-0.006064
2016-09-05 23:00:00	-0.002859	-0.003324	-0.003208	-0.003184	-0.004461	-0.006267	-0.006070
2016-09-06 00:00:00	-0.002978	-0.003186	-0.003063	-0.003163	-0.004342	-0.006233	-0.006079
2016-09-06 01:00:00	-0.003095	-0.003299	-0.003186	-0.003228	-0.004474	-0.006522	-0.006373
2016-09-06 02:00:00	-0.002971	-0.003694	-0.003139	-0.003522	-0.004568	-0.006574	-0.006327
2016-09-06 03:00:00	-0.003015	-0.003625	-0.003201	-0.003482	-0.004723	-0.007015	-0.006811
2016-09-06 04:00:00	-0.003278	-0.003830	-0.003823	-0.003742	-0.005233	-0.007183	-0.007339
2016-09-06 05:00:00	-0.003298	-0.004140	-0.003611	-0.003874	-0.005100	-0.007264	-0.007243
2016-09-06 06:00:00	-0.003560	-0.003978	-0.003231	-0.003230	-0.003083	-0.007038	-0.007244
2016-09-06 07:00:00	-0.003355	-0.003729	-0.001382	-0.000351	0.004856	-0.004843	-0.005127
2016-09-06 08:00:00	-0.00327	-0.003573	-0.000997	0.000534	0.007014	-0.0041760	-0.004136
2016-09-06 09:00:00	-0.002662	-0.002451	0.001529	0.003709	0.014961	-0.001716	-0.001917
2016-09-06 10:00:00	-0.002483	-0.002386	0.001823	0.004369	0.016105	-0.002071	-0.002143
2016-09-06 11:00:00	-0.002961	-0.003396	-0.001250	-0.000428	0.004150	-0.004984	-0.004995
2016-09-06 12:00:00	-0.002890	-0.003478	-0.001296	-0.000077	0.005001	-0.004613	-0.004759
2016-09-06 13:00:00	-0.003110	-0.003484	-0.001555	-0.000430	0.004357	-0.005155	-0.005224
2016-09-06 14:00:00	-0.003187	-0.003384	-0.001769	-0.000952	0.002968	-0.005078	-0.005174
2016-09-06 15:00:00	-0.002954	-0.003180	-0.000981	0.000026	0.005855	-0.004422	-0.004491
2016-09-06 16:00:00	-0.002698	-0.003087	0.000413	0.002630	0.013683	-0.001563	-0.001549
2016-09-06 17:00:00	-0.003262	-0.003629	-0.002946	-0.002846	-0.002925	-0.006801	-0.0067590
2016-09-06 18:00:00	-0.003121	-0.003836	-0.003556	-0.003748	-0.004783	-0.007521	-0.007097
2016-09-06 19:00:00	-0.002924	-0.003300	-0.003215	-0.003131	-0.004602	-0.006510	-0.0060390
2016-09-06 20:00:00	-0.002753	-0.003115	-0.003041	-0.003283	-0.004460	-0.006240	-0.006150
2016-09-06 21:00:00	-0.003009	-0.003852	-0.003379	-0.003707	-0.004824	-0.0069480	-0.006789
2016-09-06 22:00:00	-0.002760	-0.003181	-0.003128	-0.003315	-0.004310	-0.0061650	-0.006179
2016-09-06 23:00:00	-0.003027	-0.003742	-0.003444	-0.003497	-0.004786	-0.006671	-0.006763
2016-09-07 00:00:00	-0.002825	-0.003374	-0.002897	-0.003361	-0.004223	-0.006460	-0.005974
2016-09-07 01:00:00	-0.003318	-0.003883	-0.003849	-0.003805	-0.005013	-0.007527	-0.007461
2016-09-07 02:00:00	-0.003014	-0.003950	-0.003638	-0.003835	-0.005056	-0.007680	-0.007093
2016-09-07 03:00:00	-0.003187	-0.003883	-0.003717	-0.003896	-0.005123	-0.007053	-0.007173
2016-09-07 04:00:00	-0.002717	-0.003261	-0.003159	-0.003294	-0.004701	-0.00638	-0.006403
2016-09-07 05:00:00	-0.003431	-0.004353	-0.003800	-0.004209	-0.005487	-0.0081660	-0.008092
2016-09-07 06:00:00	-0.003197	-0.003426	-0.002704	-0.002508	-0.001415	-0.006523	-0.006589
2016-09-07 07:00:00	-0.003066	-0.003388	-0.001625	-0.000998	0.002476	-0.005761	-0.005718
2016-09-07 08:00:00	-0.003028	-0.003447	-0.001916	-0.000946	0.002480	-0.0053810	-0.005207
2016-09-07 09:00:00	-0.002955	-0.003075	-0.000629	0.000809	0.007459	-0.003966	-0.004063
2016-09-07 10:00:00	-0.001711	-0.000606	0.008791	0.015334	0.048917	0.007908	0.007187
2016-09-07 11:00:00	-0.003068	-0.003479	-0.001201	0.000082	0.006131	-0.004198	-0.004321
2016-09-07 12:00:00	-0.003089	-0.003349	-0.000771	0.000661	0.007952	-0.004638	-0.004476
2016-09-07 13:00:00	-0.002936	-0.003552	-0.001345	-0.000478	0.005442	-0.004259	-0.004547
2016-09-07 14:00:00	-0.002956	-0.002740	0.000372	0.002560	0.014980	-0.002388	-0.002253
2016-09-07 15:00:00	-0.002662	-0.002819	0.000746	0.003234	0.017367	-0.000773	-0.000944
2016-09-07 16:00:00	-0.003004	-0.003505	-0.001672	-0.000445	0.005374	-0.004313	-0.004431
2016-09-07 17:00:00	-0.003163	-0.003517	-0.003026	-0.003031	-0.002559	-0.006836	-0.006528
2016-09-07 18:00:00	-0.003246	-0.003926	-0.003348	-0.003849	-0.004817	-0.007337	-0.007012
2016-09-07 19:00:00	-0.003099	-0.003882	-0.003467	-0.003654	-0.004938	-0.006886	-0.006566
2016-09-07 20:00:00	-0.002675	-0.003242	-0.003199	-0.003425	-0.004789	-0.006484	-0.006603
2016-09-07 21:00:00	-0.003092	-0.003607	-0.003358	-0.003757	-0.004542	-0.006615	-0.006767
2016-09-07 22:00:00	-0.003146	-0.003239	-0.003231	-0.003201	-0.004829	-0.006526	-0.006544
2016-09-07 23:00:00	-0.002946	-0.003702	-0.003234	-0.003509	-0.004765	-0.007017	-0.006564
2016-09-08 00:00:00	-0.002743	-0.003481	-0.003143	-0.003224	-0.004458	-0.006090	-0.006103
2016-09-08 01:00:00	-0.003043	-0.003039	-0.003139	-0.003227	-0.004432	-0.006174	-0.006446
2016-09-08 02:00:00	-0.002870	-0.003176	-0.003200	-0.003155	-0.004318	-0.0061600	-0.0061910
2016-09-08 03:00:00	-0.002672	-0.003608	-0.003122	-0.003468	-0.004782	-0.006439	-0.005954
2016-09-08 04:00:00	-0.002871	-0.003309	-0.003189	-0.003314	-0.004357	-0.006144	-0.006154
2016-09-08 05:00:00	-0.00301	-0.003885	-0.003661	-0.003677	-0.005204	-0.007226	-0.007005
2016-09-08 06:00:00	-0.003207	-0.003891	-0.003313	-0.003710	-0.004518	-0.007277	-0.00694
2016-09-08 07:00:00	-0.002840	-0.003576	-0.002595	-0.002364	-0.000314	-0.006214	-0.006112
2016-09-08 08:00:00	-0.002974	-0.003260	-0.002155	-0.001849	0.000431	-0.006075	-0.005943
2016-09-08 09:00:00	-0.003237	-0.003374	-0.001034	0.000613	0.008403	-0.00367	-0.004261
2016-09-08 10:00:00	-0.002786	-0.002747	0.001122	0.003518	0.017134	-0.000383	-0.000692
2016-09-08 11:00:00	-0.003000	-0.002944	-0.000616	0.000875	0.008873	-0.002303	-0.002849
2016-09-08 12:00:00	-0.003023	-0.003525	-0.000422	0.001354	0.011892	-0.002592	-0.002545
2016-09-08 13:00:00	-0.003096	-0.002885	-0.000547	0.001119	0.009629	-0.003325	-0.003601
2016-09-08 14:00:00	-0.003116	-0.003422	-0.002268	-0.00169	0.000436	-0.005874	-0.005916
2016-09-08 15:00:00	-0.003159	-0.003126	-0.001393	-0.000063	0.005986	-0.004015	-0.004572
2016-09-08 16:00:00	-0.003163	-0.003400	-0.002726	-0.002442	-0.001713	-0.006319	-0.006236
2016-09-08 17:00:00	-0.003080	-0.003669	-0.002974	-0.003059	-0.003097	-0.006983	-0.006761
2016-09-08 18:00:00	-0.003460	-0.003638	-0.003367	-0.003816	-0.005002	-0.007218	-0.007451
2016-09-08 19:00:00	-0.002784	-0.003336	-0.002923	-0.003416	-0.004283	-0.006308	-0.006244
2016-09-08 20:00:00	-0.003051	-0.003604	-0.003349	-0.003583	-0.004759	-0.006696	-0.006546
2016-09-08 21:00:00	-0.002944	-0.003651	-0.003361	-0.003423	-0.004623	-0.006454	-0.006590
2016-09-08 22:00:00	-0.002865	-0.003266	-0.003139	-0.003353	-0.004519	-0.006354	-0.005886
2016-09-08 23:00:00	-0.003046	-0.003890	-0.003697	-0.003707	-0.005136	-0.007117	-0.007160
2016-09-09 00:00:00	-0.002931	-0.003685	-0.003074	-0.003450	-0.004603	-0.006666	-0.006592
2016-09-09 01:00:00	-0.002857	-0.003312	-0.003113	-0.003106	-0.004380	-0.006220	-0.006265
2016-09-09 02:00:00	-0.003067	-0.003702	-0.003172	-0.003600	-0.004510	-0.006468	-0.006343
2016-09-09 03:00:00	-0.003155	-0.003476	-0.003334	-0.003683	-0.004662	-0.006901	-0.006682
2016-09-09 04:00:00	-0.002938	-0.003515	-0.003210	-0.003266	-0.004513	-0.006558	-0.006327
2016-09-09 05:00:00	-0.003344	-0.003764	-0.003688	-0.003673	-0.005297	-0.007208	-0.007163
2016-09-09 06:00:00	-0.003291	-0.003743	-0.003357	-0.003599	-0.004539	-0.007078	-0.006836
2016-09-09 07:00:00	-0.003185	-0.003499	-0.003044	-0.002998	-0.003105	-0.006639	-0.006482
2016-09-09 08:00:00	-0.003327	-0.00378	-0.003054	-0.002941	-0.001693	-0.006186	-0.006103
2016-09-09 09:00:00	-0.003089	-0.003645	-0.002208	-0.001842	0.001160	-0.005640	-0.005384
2016-09-09 10:00:00	-0.003229	-0.003525	-0.001381	0.000243	0.007625	-0.004919	-0.004940
2016-09-09 11:00:00	-0.003229	-0.003854	-0.002082	-0.001397	0.004323	-0.004847	-0.005188
2016-09-09 12:00:00	-0.003298	-0.003573	-0.001711	-0.000508	0.006739	-0.004736	-0.004918
2016-09-09 13:00:00	-0.002969	-0.002991	-0.001196	0.000297	0.008759	-0.003054	-0.00309
2016-09-09 14:00:00	-0.003315	-0.003663	-0.001514	-0.000218	0.007460	-0.004206	-0.004477
2016-09-09 15:00:00	-0.003149	-0.003625	-0.002216	-0.001610	0.002895	-0.005231	-0.005165
2016-09-09 16:00:00	-0.003301	-0.004112	-0.002751	-0.002150	0.000898	-0.005994	-0.005773
2016-09-09 17:00:00	-0.003178	-0.003720	-0.003115	-0.003032	-0.002995	-0.006693	-0.006258
2016-09-09 18:00:00	-0.003272	-0.004259	-0.003773	-0.003909	-0.005066	-0.007363	-0.007637
2016-09-09 19:00:00	-0.003222	-0.003446	-0.003649	-0.003462	-0.005168	-0.006897	-0.007095
2016-09-09 20:00:00	-0.002785	-0.003098	-0.003060	-0.003386	-0.004437	-0.006587	-0.006234
2016-09-09 21:00:00	-0.002703	-0.002979	-0.002997	-0.003214	-0.004443	-0.006338	-0.006315
2016-09-09 22:00:00	-0.002623	-0.003478	-0.003184	-0.003349	-0.004427	-0.006104	-0.006377
2016-09-09 23:00:00	-0.002768	-0.003455	-0.003079	-0.003492	-0.004264	-0.006523	-0.006285
2016-09-10 00:00:00	-0.002786	-0.003414	-0.003134	-0.003364	-0.004487	-0.006132	-0.006261
2016-09-10 01:00:00	-0.002895	-0.003744	-0.003225	-0.003440	-0.004615	-0.006574	-0.006764
2016-09-10 02:00:00	-0.002767	-0.003219	-0.003266	-0.003352	-0.004239	-0.006157	-0.006231
2016-09-10 03:00:00	-0.002867	-0.003785	-0.003293	-0.003489	-0.004769	-0.006422	-0.006439
2016-09-10 04:00:00	-0.003254	-0.003371	-0.003376	-0.003341	-0.005028	-0.006764	-0.006582
2016-09-10 05:00:00	-0.003376	-0.003932	-0.003619	-0.003661	-0.004996	-0.007244	-0.007113
2016-09-10 06:00:00	-0.003650	-0.003962	-0.003262	-0.003079	-0.003264	-0.007083	-0.006801
2016-09-10 07:00:00	-0.003371	-0.003416	-0.001035	0.000439	0.006471	-0.003861	-0.003937
2016-09-10 08:00:00	-0.002961	-0.003123	-0.000643	0.000466	0.006880	-0.004425	-0.004678
2016-09-10 09:00:00	-0.002949	-0.002821	-0.000195	0.001616	0.010678	-0.002330	-0.002666
2016-09-10 10:00:00	-0.003073	-0.003320	-0.001216	-0.000196	0.004276	-0.004965	-0.004924
2016-09-10 11:00:00	-0.002858	-0.00252	0.000824	0.003327	0.015392	-0.001274	-0.001239
2016-09-10 12:00:00	-0.003034	-0.003262	-0.000344	0.001716	0.011183	-0.001743	-0.001647
2016-09-10 13:00:00	-0.003070	-0.002685	-0.000376	0.001740	0.010061	-0.002984	-0.002937
2016-09-10 14:00:00	-0.002870	-0.003186	-0.000021	0.001633	0.010941	-0.002776	-0.003267
2016-09-10 15:00:00	-0.003007	-0.003265	-0.002248	-0.001624	0.001224	-0.005403	-0.005525
2016-09-10 16:00:00	-0.003402	-0.003548	-0.003133	-0.003110	-0.003150	-0.006738	-0.006577
2016-09-10 17:00:00	-0.003321	-0.004006	-0.003663	-0.003931	-0.004576	-0.007542	-0.007368
2016-09-10 18:00:00	-0.003274	-0.003932	-0.003322	-0.003739	-0.005097	-0.007288	-0.007004
2016-09-10 19:00:00	-0.003590	-0.003405	-0.003554	-0.003647	-0.005033	-0.007066	-0.007261
2016-09-10 20:00:00	-0.002960	-0.003341	-0.003150	-0.003411	-0.004457	-0.006402	-0.006320
2016-09-10 21:00:00	-0.002764	-0.003497	-0.003145	-0.003423	-0.004526	-0.006318	-0.006125
2016-09-10 22:00:00	-0.003049	-0.003644	-0.003352	-0.003517	-0.004877	-0.006659	-0.006362
2016-09-10 23:00:00	-0.003141	-0.003869	-0.003499	-0.003701	-0.004889	-0.006912	-0.007099
2016-09-11 00:00:00	-0.002850	-0.003526	-0.003346	-0.003371	-0.004537	-0.006491	-0.006005
2016-09-11 01:00:00	-0.003170	-0.003479	-0.003409	-0.003564	-0.004938	-0.006893	-0.006794
2016-09-11 02:00:00	-0.002963	-0.003542	-0.003498	-0.003423	-0.004784	-0.006545	-0.006489
2016-09-11 03:00:00	-0.003169	-0.003553	-0.003472	-0.003382	-0.004900	-0.006795	-0.006715
2016-09-11 04:00:00	-0.003038	-0.003785	-0.003443	-0.003592	-0.004739	-0.007048	-0.006623
2016-09-11 05:00:00	-0.003477	-0.003908	-0.003883	-0.003761	-0.005235	-0.007688	-0.007499
2016-09-11 06:00:00	-0.003499	-0.003973	-0.003817	-0.003875	-0.005187	-0.007336	-0.007315
2016-09-11 07:00:00	-0.003267	-0.003915	-0.002777	-0.002555	-0.002025	-0.006408	-0.006498
2016-09-11 08:00:00	-0.003230	-0.003590	-0.002772	-0.002739	-0.002329	-0.006288	-0.006522
2016-09-11 09:00:00	-0.003303	-0.003787	-0.002977	-0.002746	-0.001514	-0.006627	-0.006638
2016-09-11 10:00:00	-0.003187	-0.003817	-0.003206	-0.003313	-0.004317	-0.006621	-0.006754
2016-09-11 11:00:00	-0.003297	-0.003827	-0.003524	-0.003633	-0.004052	-0.007188	-0.007297
2016-09-11 12:00:00	-0.003063	-0.003185	-0.001652	-0.000767	0.003627	-0.004683	-0.004580
2016-09-11 13:00:00	-0.003205	-0.003052	-0.000316	0.001760	0.011339	-0.001150	-0.001600
2016-09-11 14:00:00	-0.003282	-0.003410	-0.001527	-0.000236	0.005762	-0.004297	-0.004271
2016-09-11 15:00:00	-0.002871	-0.003115	-0.001465	-0.000222	0.005422	-0.004799	-0.004684
2016-09-11 16:00:00	-0.003302	-0.003758	-0.002795	-0.002371	-0.000141	-0.006807	-0.006679
2016-09-11 17:00:00	-0.003509	-0.004093	-0.003321	-0.003465	-0.003553	-0.007242	-0.006966
2016-09-11 18:00:00	-0.003391	-0.004259	-0.003940	-0.004216	-0.005520	-0.007690	-0.007613
2016-09-11 19:00:00	-0.003049	-0.003538	-0.003260	-0.003571	-0.004588	-0.006444	-0.006730
2016-09-11 20:00:00	-0.003080	-0.003888	-0.003453	-0.003748	-0.004981	-0.007339	-0.007127
2016-09-11 21:00:00	-0.002936	-0.003442	-0.003124	-0.003351	-0.004364	-0.006485	-0.006315
2016-09-11 22:00:00	-0.003007	-0.003720	-0.003334	-0.003583	-0.004915	-0.006506	-0.006563
2016-09-11 23:00:00	-0.003148	-0.003526	-0.003407	-0.003443	-0.004771	-0.006817	-0.006733
2016-09-12 00:00:00	-0.003075	-0.004117	-0.003715	-0.003682	-0.005058	-0.007099	-0.006911
2016-09-12 01:00:00	-0.002978	-0.003690	-0.003357	-0.003665	-0.004623	-0.006840	-0.006436
2016-09-12 02:00:00	-0.003203	-0.003914	-0.003631	-0.003440	-0.005065	-0.006774	-0.007399
2016-09-12 03:00:00	-0.002784	-0.003261	-0.003234	-0.003481	-0.004655	-0.006334	-0.006210
2016-09-12 04:00:00	-0.003117	-0.003283	-0.003449	-0.003193	-0.004891	-0.006736	-0.006404
2016-09-12 05:00:00	-0.003434	-0.004096	-0.003759	-0.003943	-0.005728	-0.007706	-0.007540
2016-09-12 06:00:00	-0.003199	-0.003559	-0.003070	-0.003194	-0.003583	-0.006689	-0.006388
2016-09-12 07:00:00	-0.003018	-0.003435	-0.002468	-0.002013	-0.000157	-0.005076	-0.004971
2016-09-12 08:00:00	-0.003457	-0.003341	-0.002076	-0.000779	0.003961	-0.003047	-0.003211
2016-09-12 09:00:00	-0.003023	-0.003600	-0.002432	-0.001419	0.001841	-0.004482	-0.004656
2016-09-12 10:00:00	-0.003428	-0.003516	-0.001098	0.000225	0.007036	-0.003480	-0.003458
2016-09-12 11:00:00	-0.003269	-0.003384	-0.000664	0.001314	0.010119	-0.001608	-0.001915
2016-09-12 12:00:00	-0.003001	-0.003044	0.000844	0.003488	0.015904	0.002407	0.001410
2016-09-12 13:00:00	-0.002749	-0.002721	0.000595	0.003351	0.014748	0.000497	0.000005
2016-09-12 14:00:00	-0.002913	-0.002941	-0.000257	0.001848	0.010645	-0.000223	-0.000315
2016-09-12 15:00:00	-0.003532	-0.003744	-0.002527	-0.001473	0.003494	-0.004710	-0.004424
2016-09-12 16:00:00	-0.003078	-0.003611	-0.002481	-0.002455	-0.000796	-0.005650	-0.005768
2016-09-12 17:00:00	-0.003238	-0.003706	-0.003701	-0.003522	-0.004296	-0.007344	-0.007027
2016-09-12 18:00:00	-0.003464	-0.003716	-0.003905	-0.003706	-0.005592	-0.007652	-0.007717
2016-09-12 19:00:00	-0.003127	-0.003523	-0.003354	-0.003540	-0.004840	-0.006795	-0.006305
2016-09-12 20:00:00	-0.003315	-0.003873	-0.003734	-0.003894	-0.005001	-0.007078	-0.006884
2016-09-12 21:00:00	-0.003170	-0.003718	-0.003350	-0.003915	-0.005210	-0.006809	-0.006936
2016-09-12 22:00:00	-0.002916	-0.004116	-0.003635	-0.003963	-0.005287	-0.007359	-0.006574
2016-09-12 23:00:00	-0.003277	-0.003579	-0.003212	-0.003188	-0.004612	-0.006423	-0.006425
2016-09-13 00:00:00	-0.003086	-0.003438	-0.003286	-0.003442	-0.004954	-0.006632	-0.006783
2016-09-13 01:00:00	-0.003205	-0.003648	-0.003551	-0.003678	-0.005066	-0.007452	-0.007320
2016-09-13 02:00:00	-0.002991	-0.003649	-0.003346	-0.003512	-0.004704	-0.006899	-0.006809
2016-09-13 03:00:00	-0.003007	-0.003464	-0.003342	-0.003572	-0.004859	-0.006672	-0.006444
2016-09-13 04:00:00	-0.003294	-0.003532	-0.003576	-0.003520	-0.005022	-0.007252	-0.006958
2016-09-13 05:00:00	-0.003440	-0.004244	-0.003912	-0.004031	-0.005689	-0.007796	-0.007647
2016-09-13 06:00:00	-0.003431	-0.004336	-0.003497	-0.003736	-0.004810	-0.007223	-0.006789
2016-09-13 07:00:00	-0.003291	-0.003470	-0.003106	-0.002814	-0.001995	-0.005898	-0.006074
2016-09-13 08:00:00	-0.003152	-0.003415	-0.002530	-0.001864	0.000407	-0.004288	-0.004689
2016-09-13 09:00:00	-0.003353	-0.003771	-0.002509	-0.001718	0.001847	-0.005541	-0.005586
2016-09-13 10:00:00	-0.003102	-0.003383	-0.002315	-0.001767	0.001548	-0.004524	-0.004772
2016-09-13 11:00:00	-0.002981	-0.003469	-0.002279	-0.001566	0.002335	-0.003736	-0.003986
2016-09-13 12:00:00	-0.003127	-0.002846	-0.001021	0.000362	0.007709	-0.001642	-0.001876
2016-09-13 13:00:00	-0.003404	-0.003716	-0.001944	-0.000926	0.004371	-0.003094	-0.003460
2016-09-13 14:00:00	-0.003216	-0.003749	-0.001673	-0.000606	0.005041	-0.003245	-0.003386
2016-09-13 15:00:00	-0.003518	-0.003955	-0.002701	-0.002080	0.000617	-0.004879	-0.005113
2016-09-13 16:00:00	-0.003384	-0.003947	-0.003015	-0.002629	-0.000313	-0.005341	-0.005568
2016-09-13 17:00:00	-0.002935	-0.003769	-0.003210	-0.003326	-0.003566	-0.006893	-0.006714
2016-09-13 18:00:00	-0.003420	-0.003906	-0.003508	-0.003844	-0.005027	-0.007202	-0.007271
2016-09-13 19:00:00	-0.00331	-0.003858	-0.003613	-0.003710	-0.004979	-0.007091	-0.007183
2016-09-13 20:00:00	-0.002553	-0.003533	-0.003126	-0.003427	-0.004466	-0.006434	-0.006480
2016-09-13 21:00:00	-0.002939	-0.003440	-0.00323	-0.003577	-0.004623	-0.006455	-0.006811
2016-09-13 22:00:00	-0.003096	-0.003476	-0.003385	-0.003609	-0.004879	-0.006763	-0.006397
2016-09-13 23:00:00	-0.002760	-0.003848	-0.003261	-0.003399	-0.004738	-0.006924	-0.006520
2016-09-14 00:00:00	-0.003306	-0.003995	-0.003827	-0.003534	-0.005223	-0.007096	-0.007305
2016-09-14 01:00:00	-0.003466	-0.003632	-0.003603	-0.003591	-0.004862	-0.007269	-0.007402
2016-09-14 02:00:00	-0.003272	-0.003490	-0.003454	-0.003577	-0.004734	-0.006987	-0.006737
2016-09-14 03:00:00	-0.002939	-0.003651	-0.003497	-0.003414	-0.004482	-0.006933	-0.006608
2016-09-14 04:00:00	-0.002907	-0.003692	-0.003384	-0.003553	-0.004829	-0.006816	-0.006526
2016-09-14 05:00:00	-0.003223	-0.003694	-0.003451	-0.003541	-0.005112	-0.006893	-0.007137
2016-09-14 06:00:00	-0.003586	-0.003988	-0.003450	-0.003734	-0.004243	-0.007099	-0.006886
2016-09-14 07:00:00	-0.003366	-0.004068	-0.003666	-0.003481	-0.003992	-0.007145	-0.007148
2016-09-14 08:00:00	-0.003655	-0.004063	-0.003453	-0.003322	-0.003186	-0.007226	-0.007165
2016-09-14 09:00:00	-0.003137	-0.003474	-0.002694	-0.001925	-0.000413	-0.005827	-0.006358
2016-09-14 10:00:00	-0.003047	-0.003655	-0.002444	-0.001766	0.000838	-0.005171	-0.005108
2016-09-14 11:00:00	-0.003227	-0.003496	-0.001566	-0.000043	0.006132	-0.002904	-0.003277
2016-09-14 12:00:00	-0.003353	-0.004048	-0.003267	-0.003087	-0.002427	-0.006984	-0.006571
2016-09-14 13:00:00	-0.003272	-0.003771	-0.002816	-0.002309	-0.000394	-0.005844	-0.005842
2016-09-14 14:00:00	-0.003218	-0.003718	-0.003206	-0.002846	-0.002655	-0.006349	-0.006005
2016-09-14 15:00:00	-0.003323	-0.003660	-0.003444	-0.003461	-0.004106	-0.006708	-0.006770
2016-09-14 16:00:00	-0.003475	-0.003692	-0.003629	-0.003549	-0.004239	-0.007176	-0.007403
2016-09-14 17:00:00	-0.003175	-0.003720	-0.003563	-0.003493	-0.004416	-0.006939	-0.007009
2016-09-14 18:00:00	-0.003570	-0.004259	-0.003624	-0.004247	-0.005730	-0.007945	-0.007704
2016-09-14 19:00:00	-0.003141	-0.003643	-0.003490	-0.003631	-0.005268	-0.007586	-0.006955
2016-09-14 20:00:00	-0.003184	-0.003746	-0.003641	-0.003743	-0.005124	-0.007587	-0.007299
2016-09-14 21:00:00	-0.003258	-0.003650	-0.003479	-0.003602	-0.005187	-0.007125	-0.007215
2016-09-14 22:00:00	-0.003513	-0.003953	-0.003502	-0.003721	-0.005286	-0.007339	-0.007404
2016-09-14 23:00:00	-0.003149	-0.003423	-0.003591	-0.003473	-0.004825	-0.006316	-0.006523
2016-09-15 00:00:00	-0.003449	-0.003729	-0.003539	-0.003958	-0.005153	-0.006853	-0.007565
2016-09-15 01:00:00	-0.002858	-0.003747	-0.003398	-0.003469	-0.004835	-0.006721	-0.006539
2016-09-15 02:00:00	-0.003042	-0.003910	-0.003734	-0.003561	-0.005239	-0.007006	-0.007302
2016-09-15 03:00:00	-0.002799	-0.003677	-0.003186	-0.003355	-0.004492	-0.006514	-0.006661
2016-09-15 04:00:00	-0.003258	-0.003668	-0.003676	-0.003571	-0.004918	-0.007331	-0.006861
2016-09-15 05:00:00	-0.003022	-0.003859	-0.003467	-0.003723	-0.004970	-0.007308	-0.007048
2016-09-15 06:00:00	-0.003230	-0.004154	-0.003568	-0.003757	-0.004519	-0.0073780	-0.007359
2016-09-15 07:00:00	-0.003627	-0.004096	-0.003292	-0.003074	-0.002744	-0.006574	-0.006736
2016-09-15 08:00:00	-0.003304	-0.003820	-0.002789	-0.002032	0.000088	-0.005418	-0.005505
2016-09-15 09:00:00	-0.003090	-0.003529	-0.001891	-0.001016	0.002275	-0.004475	-0.004500
2016-09-15 10:00:00	-0.003275	-0.003807	-0.001805	-0.001058	0.003219	-0.0045870	-0.004666
2016-09-15 11:00:00	-0.003411	-0.003905	-0.003381	-0.003374	-0.003572	-0.006880	-0.007194
2016-09-15 12:00:00	-0.003148	-0.003708	-0.001320	-0.000406	0.005753	-0.002996	-0.003082
2016-09-15 13:00:00	-0.003241	-0.003654	-0.001709	-0.000710	0.004663	-0.003553	-0.003450
2016-09-15 14:00:00	-0.003045	-0.003410	-0.001809	-0.000675	0.003914	-0.003309	-0.003478
2016-09-15 15:00:00	-0.003272	-0.003711	-0.002298	-0.001532	0.001685	-0.004821	-0.004529
2016-09-15 16:00:00	-0.003651	-0.004104	-0.003081	-0.002743	-0.001284	-0.005905	-0.006249
2016-09-15 17:00:00	-0.003486	-0.004120	-0.003493	-0.003646	-0.004433	-0.0072950	-0.007405
2016-09-15 18:00:00	-0.003062	-0.003632	-0.003493	-0.00398	-0.004854	-0.007268	-0.007144
2016-09-15 19:00:00	-0.003174	-0.004086	-0.003680	-0.003831	-0.004931	-0.007532	-0.007459
2016-09-15 20:00:00	-0.003034	-0.003891	-0.003387	-0.004040	-0.00502	-0.007301	-0.007197
2016-09-15 21:00:00	-0.003151	-0.003400	-0.003215	-0.003644	-0.004738	-0.007061	-0.006657
2016-09-15 22:00:00	-0.003385	-0.003985	-0.003601	-0.003814	-0.005070	-0.007033	-0.006826
2016-09-15 23:00:00	-0.002968	-0.003733	-0.003537	-0.003583	-0.0048580	-0.006768	-0.007154
2016-09-16 00:00:00	-0.002867	-0.003877	-0.003284	-0.003545	-0.004758	-0.006851	-0.006369
2016-09-16 01:00:00	-0.002953	-0.003716	-0.003561	-0.003755	-0.004954	-0.006631	-0.006928
2016-09-16 02:00:00	-0.003061	-0.003423	-0.003381	-0.003666	-0.004567	-0.007119	-0.006569
2016-09-16 03:00:00	-0.003271	-0.003856	-0.003560	-0.003707	-0.005173	-0.007275	-0.006931
2016-09-16 04:00:00	-0.003221	-0.003840	-0.003566	-0.003867	-0.005088	-0.007350	-0.006924
2016-09-16 05:00:00	-0.003444	-0.003973	-0.003726	-0.004016	-0.005316	-0.007989	-0.007463
2016-09-16 06:00:00	-0.003234	-0.003565	-0.003391	-0.003368	-0.004469	-0.006947	-0.007258
2016-09-16 07:00:00	-0.003354	-0.003732	-0.003102	-0.002834	-0.002188	-0.006634	-0.006672
