Sensor 0052 - site1
Site 1
date [EST]	es 412 [uW/cm^2/nm]	es 442 [uW/cm^2/nm]	es 490 [uW/cm^2/nm]	es 510 [uW/cm^2/nm]	es 555 [uW/cm^2/nm]	es 664 [uW/cm^2/nm]	es 669 [uW/cm^2/nm]
2016-07-12 02:00:00	0.002179	-0.010452	0.005587	-0.005327	1.83E-4	0.001718	-0.003731
2016-07-12 03:00:00	0.002772	-0.009623	0.00613	-0.004879	9.74E-4	0.001559	-0.002469
2016-07-12 04:00:00	0.476929	0.574248	0.631253	0.56097	0.390471	0.490362	0.497978
2016-07-12 05:00:00	8.740664	11.149579	13.608241	14.153096	13.772062	15.323173	15.049298
2016-07-12 06:00:00	28.821702	37.175841	44.726749	46.832533	44.084532	41.638243	41.764539
2016-07-12 07:00:00	47.066242	58.984981	67.997742	69.639713	64.506166	57.048402	58.397609
2016-07-12 08:00:00	69.451706	86.514499	99.511353	102.434906	95.297344	83.249478	84.524489
2016-07-12 09:00:00	87.962683	108.377434	123.290825	127.399631	118.510955	102.851611	103.732777
2016-07-12 10:00:00	77.015526	93.010497	103.869978	106.873754	98.961084	84.595948	85.007331
2016-07-12 11:00:00	85.563273	103.262425	115.217955	118.694979	110.230442	94.40803	94.661741
2016-07-12 12:00:00	114.445034	139.299981	156.731861	162.077226	151.013792	130.423561	130.882887
2016-07-12 13:00:00	106.247911	129.794481	145.355434	150.339474	139.00314	119.495757	122.965514
2016-07-12 14:00:00	92.640643	113.331247	129.275039	133.775233	123.952869	106.693704	107.845474
2016-07-12 15:00:00	79.231465	98.151984	113.684309	117.784467	109.50252	95.143864	96.378347
2016-07-12 16:00:00	57.974844	72.616303	85.521033	88.545251	82.584743	73.117314	74.119535
2016-07-12 17:00:00	36.820098	47.100037	56.71465	59.103901	55.769659	51.470115	51.934114
2016-07-12 18:00:00	15.163276	19.531925	24.151267	25.392595	24.195261	24.53073	24.264099
2016-07-12 19:00:00	2.088071	2.457544	2.553304	2.398224	1.787139	1.705064	1.749691
2016-07-12 20:00:00	0.002086	-0.004469	0.006703	-0.001732	0.002888	-7.72E-4	0.002674
2016-07-12 21:00:00	0.001065	-0.005236	0.005833	-0.001958	0.002441	-0.002206	0.001629
2016-07-12 22:00:00	0.001324	-0.007583	0.005193	-0.002849	0.002089	-4.88E-4	-3.9E-5
2016-07-12 23:00:00	0.001629	-0.006513	0.005337	-0.003129	0.001706	-0.001693	0.001359
2016-07-13 00:00:00	0.001793	-0.007316	0.005993	-0.002625	9.6E-4	8.55E-4	-6.69E-4
2016-07-13 01:00:00	0.002273	-0.008443	0.006265	-0.003699	8.43E-4	5.25E-4	-0.001747
2016-07-13 02:00:00	0.002362	-0.008087	0.005497	-0.002817	0.001722	9.97E-4	-0.001078
2016-07-13 03:00:00	0.001594	-0.008739	0.005833	-0.003831	0.001399	0.001332	-0.001897
2016-07-13 04:00:00	0.362823	0.432918	0.488689	0.44353	0.344401	0.491007	0.510443
2016-07-13 05:00:00	9.852186	13.506611	17.895672	18.914644	19.414201	22.387601	22.435997
2016-07-13 06:00:00	29.427737	38.117546	46.112744	47.375934	44.843144	42.092158	42.604784
2016-07-13 07:00:00	46.592489	58.373873	67.535273	69.234648	64.264843	56.649963	58.010576
2016-07-13 08:00:00	68.316688	84.441994	97.266377	99.708765	92.888774	80.75952	83.219769
2016-07-13 09:00:00	86.781147	106.726418	121.222574	124.738697	116.066289	100.352312	101.388123
2016-07-13 10:00:00	99.542499	121.918388	137.288372	141.51415	131.920715	113.961836	114.621494
2016-07-13 11:00:00	108.823756	132.518605	148.711088	153.603243	143.082687	123.506902	124.121277
2016-07-13 12:00:00	110.596246	135.023239	151.292199	156.378694	145.908437	125.858679	126.735726
2016-07-13 13:00:00	104.033245	127.77429	143.633777	148.430635	138.576235	119.504976	120.615692
2016-07-13 14:00:00	91.667349	112.716115	128.526772	132.539482	123.674348	106.553647	107.596403
2016-07-13 15:00:00	75.275634	93.429289	107.977398	111.549628	103.983349	90.205382	91.672027
2016-07-13 16:00:00	52.230114	65.516772	76.365866	78.529707	73.364415	64.519943	66.051161
2016-07-13 17:00:00	31.76316	40.399094	48.304872	49.665859	46.864489	43.040138	44.212671
2016-07-13 18:00:00	14.335987	18.554302	22.717525	23.228012	21.591666	20.87369	21.658375
2016-07-13 19:00:00	2.081423	2.454523	2.525586	2.352854	1.718176	1.479134	1.492585
2016-07-13 20:00:00	0.003241	-0.003233	0.007199	6.4E-5	0.002217	-1.680054	1.710632
2016-07-13 21:00:00	0.001476	-0.004883	0.005716	-0.002312	0.002593	-0.002648	0.001834
2016-07-13 22:00:00	9.44E-4	-0.005165	0.005898	-0.001951	0.001576	-0.002528	0.002777
2016-07-13 23:00:00	0.001542	-0.006524	0.005915	-0.00188	0.001831	-0.001701	0.00215
2016-07-14 00:00:00	7.08E-4	-0.005816	0.005829	-0.002119	0.002172	-0.001586	7.13E-4
2016-07-14 01:00:00	0.002091	-0.007668	0.005804	-0.002265	0.002239	-0.00132	0.001705
2016-07-14 02:00:00	0.001503	-0.007535	0.00637	-0.002945	0.00156	-0.001619	0.001504
2016-07-14 03:00:00	0.001716	1.660072	1.706277	1.712256	1.822928	-1.679049	1.703281
2016-07-14 04:00:00	0.373058	0.441343	0.462866	0.40324	0.270074	0.279697	0.296634
2016-07-14 05:00:00	9.061459	11.69874	13.914949	13.933667	13.028892	14.667939	15.377042
2016-07-14 06:00:00	25.900736	33.205171	39.381289	40.190562	37.968992	36.032357	37.06847
2016-07-14 07:00:00	45.718752	57.38548	66.789769	68.014926	63.937179	57.107872	58.346566
2016-07-14 08:00:00	67.334913	83.243607	95.701537	97.519371	91.50587	79.571628	80.77176
2016-07-14 09:00:00	86.102303	105.449334	119.848072	122.484902	114.758041	99.142751	100.086593
2016-07-14 10:00:00	59.138749	71.213868	79.029704	80.423664	74.902905	62.880207	63.426761
2016-07-14 11:00:00	60.411008	72.380398	80.775669	82.146393	76.449606	63.23259	63.776747
2016-07-14 12:00:00	32.979565	39.226276	43.514175	44.113797	41.019832	33.515447	33.871346
2016-07-14 13:00:00	110.789245	134.948387	153.007591	157.352664	147.586912	127.243799	128.397366
2016-07-14 14:00:00	93.566443	114.302213	129.704554	133.399809	124.350424	106.700759	108.006749
2016-07-14 15:00:00	46.034074	56.010976	63.49734	65.154395	60.709163	51.394634	51.773436
2016-07-14 16:00:00	55.858047	69.379605	81.110886	83.372202	77.897246	68.357082	69.26744
2016-07-14 17:00:00	35.675852	44.985718	53.511192	55.327027	52.199105	47.867135	48.289182
2016-07-14 18:00:00	8.761316	10.121782	10.674411	10.482451	8.942433	7.5321	7.641924
2016-07-14 19:00:00	1.005174	1.076725	0.985898	0.86337	0.572695	0.411549	0.426182
2016-07-14 20:00:00	0.001462	-0.006207	0.005743	-0.001536	0.002641	-0.002052	0.003047
2016-07-14 21:00:00	2.07E-4	-0.007546	0.005283	-0.001609	0.002464	-0.001131	0.001135
2016-07-14 22:00:00	5.86E-4	-0.005483	0.006174	-0.002215	0.003036	-0.002039	0.00281
2016-07-14 23:00:00	8.37E-4	-0.007215	0.005158	-0.002461	0.001966	-8.8E-4	0.00121
2016-07-15 00:00:00	0.001112	-0.005728	0.00481	-0.001724	0.001785	-0.002223	0.002166
2016-07-15 01:00:00	0.001388	-0.007074	0.005358	-0.002676	0.001539	-8.07E-4	0.001053
2016-07-15 02:00:00	0.001501	-0.006342	0.005662	-0.00235	0.001621	-9.33E-4	8.34E-4
2016-07-15 03:00:00	0.002	-0.008368	0.005397	-0.001951	0.001795	-4.37E-4	4.07E-4
2016-07-15 04:00:00	0.340547	0.403347	0.464073	0.415789	0.312722	0.457646	0.464391
2016-07-15 05:00:00	7.485761	9.084691	10.620491	10.387254	9.136696	8.943704	8.811063
2016-07-15 06:00:00	23.889099	29.491799	36.235957	36.520728	34.084079	33.068787	32.351036
2016-07-15 07:00:00	49.786925	60.087356	73.357142	75.870903	70.84167	64.766559	62.597461
2016-07-15 08:00:00	67.194836	83.218712	95.306335	96.978833	90.579464	78.538346	79.754377
2016-07-15 09:00:00	77.385822	95.667534	111.268235	112.730396	103.032185	88.638588	90.486049
2016-07-15 10:00:00	98.99452	121.069209	138.407146	141.049504	131.823101	113.220059	113.375319
2016-07-15 11:00:00	111.654685	135.725501	152.240418	156.797815	146.494882	126.68413	126.891785
2016-07-15 12:00:00	113.251004	137.884821	154.672186	159.426556	148.817352	128.843892	129.379566
2016-07-15 13:00:00	83.045125	100.770825	112.114773	115.067794	106.570635	90.203754	90.864713
2016-07-15 14:00:00	107.881213	133.62456	152.437737	157.54621	147.300625	127.014399	128.395719
2016-07-15 15:00:00	82.937853	103.810526	120.361146	124.507744	116.725909	101.99605	103.484068
2016-07-15 16:00:00	54.33909	68.691577	81.226279	84.065082	79.197912	70.921724	72.044646
2016-07-15 17:00:00	37.896632	49.304443	60.638215	63.177648	60.286853	56.139299	56.866355
2016-07-15 18:00:00	14.946813	19.395363	24.071084	25.301493	24.140993	24.523744	24.204786
2016-07-15 19:00:00	2.083697	2.579985	2.919456	2.834871	2.321664	2.802815	2.673971
2016-07-15 20:00:00	0.002194	-0.002924	0.007675	-4.73E-4	0.001796	-0.002121	0.003928
2016-07-15 21:00:00	0.001072	-0.005412	0.005814	-0.001368	0.001727	-0.003171	0.003045
2016-07-15 22:00:00	0.00106	-0.006157	0.006277	-0.001629	0.002312	-0.002671	0.003347
2016-07-15 23:00:00	0.001438	-0.005859	0.006116	-0.002084	0.002092	-0.001678	0.002959
2016-07-16 00:00:00	0.001581	-0.005722	0.005851	-0.00155	0.001883	-0.002114	0.002482
2016-07-16 01:00:00	7.88E-4	-0.005049	0.006789	-0.001333	0.002256	-0.002785	0.003423
2016-07-16 02:00:00	1.22E-4	-0.006142	0.005711	-0.00171	0.00171	-0.002432	0.002611
2016-07-16 03:00:00	6.62E-4	-0.006059	0.006227	-0.001437	0.001653	-0.002413	0.002262
2016-07-16 04:00:00	0.320231	0.396924	0.452403	0.412668	0.300424	0.363237	0.383116
2016-07-16 05:00:00	9.90792	13.480499	17.350366	18.293217	18.473737	20.926358	21.585072
2016-07-16 06:00:00	29.9066	39.043729	47.20717	49.11522	46.480546	44.237101	44.689675
2016-07-16 07:00:00	50.609868	63.648241	75.222015	77.286295	72.270452	64.212006	65.187661
2016-07-16 08:00:00	71.544743	88.933043	103.139759	105.927565	98.614806	86.035859	87.258995
2016-07-16 09:00:00	84.462804	105.118005	119.028983	122.363173	113.939567	99.314858	99.679919
2016-07-16 10:00:00	101.437529	124.810036	140.723887	145.009206	135.049227	116.425317	117.050455
2016-07-16 11:00:00	52.610472	62.365583	67.849253	69.162412	63.395532	52.904929	53.225161
2016-07-16 12:00:00	108.384598	132.675556	149.022933	153.683392	143.158583	122.771389	123.333661
2016-07-16 13:00:00	108.653838	133.635071	150.164396	155.245921	144.634144	124.697917	125.512535
2016-07-16 14:00:00	94.37929	116.177862	132.059741	136.426766	126.741131	108.984181	110.195807
2016-07-16 15:00:00	86.654704	109.057219	127.377757	132.304096	124.201983	109.344199	110.554045
2016-07-16 16:00:00	45.68067	56.439401	65.001654	66.832056	61.972547	54.073934	54.584409
2016-07-16 17:00:00	25.039664	30.555429	34.423924	35.083807	31.960085	27.828608	28.030227
2016-07-16 18:00:00	15.390449	20.515177	26.445293	27.867181	26.868466	27.327734	27.050194
2016-07-16 19:00:00	1.697378	1.927449	1.860807	1.684581	1.150484	0.93104	0.957082
2016-07-16 20:00:00	0.002493	-0.003916	0.007115	-1.19E-4	0.003227	-0.002433	0.004163
2016-07-16 21:00:00	0.001381	-0.006067	0.005799	-0.001792	0.002535	-0.00253	1.708477
2016-07-16 22:00:00	0.001054	-0.006464	0.006677	-0.002105	0.001797	-0.002088	0.002234
2016-07-16 23:00:00	0.001243	-0.006018	0.006274	-0.001776	0.001758	-0.002371	0.001731
2016-07-17 00:00:00	0.001472	-0.006571	0.00571	-0.001633	0.001019	-0.00131	0.001319
2016-07-17 01:00:00	0.001724	-0.005803	0.005719	-0.001663	0.001128	-0.00276	0.001934
2016-07-17 02:00:00	9.68E-4	-0.005214	0.006185	-0.001227	0.002229	-0.002624	0.002726
2016-07-17 03:00:00	8.28E-4	-0.00525	0.006253	-6.98E-4	0.002185	-1.683363	1.708896
2016-07-17 04:00:00	0.078979	0.085728	1.863372	1.850423	1.903021	-1.612981	1.781324
2016-07-17 05:00:00	4.655827	5.66536	6.30335	6.221723	5.410653	4.984914	5.067982
2016-07-17 06:00:00	1.333624	1.571986	1.724854	1.665898	1.538554	1.248957	1.279858
2016-07-17 07:00:00	15.937762	19.123054	20.933423	20.648225	19.288078	16.420768	16.440848
2016-07-17 08:00:00	1.391427	1.613623	1.780113	0.952025	0.912963	0.442205	0.36845
2016-07-17 09:00:00	12.503076	15.167829	16.817328	16.347793	15.374234	12.801966	12.99182
2016-07-17 10:00:00	83.971027	99.541201	112.59161	112.733332	105.032825	90.990636	91.495758
2016-07-17 11:00:00	96.907465	119.932274	135.2202	138.598927	130.369894	112.496881	113.272738
2016-07-17 12:00:00	113.269837	139.453844	156.516676	161.165211	150.660409	130.331384	130.889001
2016-07-17 13:00:00	103.013569	127.095423	142.806767	146.918321	137.329959	118.998634	119.602687
2016-07-17 14:00:00	101.203007	126.323787	144.270385	149.170304	139.981434	123.114663	123.646671
2016-07-17 15:00:00	76.535917	95.390783	109.066706	112.431288	104.6336	92.016433	92.435823
2016-07-17 16:00:00	57.879356	73.22101	85.254873	87.970549	82.04701	73.795368	74.282475
2016-07-17 17:00:00	33.03146	42.009111	48.976585	50.338291	46.725323	43.341598	44.167282
2016-07-17 18:00:00	10.559319	13.033463	14.987143	15.078772	13.615999	12.7029	12.958453
2016-07-17 19:00:00	1.03867	1.17477	1.127981	1.001273	0.656918	0.444628	0.453839
2016-07-17 20:00:00	0.001448	-0.006234	0.006255	-0.002467	0.001238	-0.001164	0.001187
2016-07-17 21:00:00	9.98E-4	-0.008101	0.006051	-0.002539	0.001275	-8.3E-4	7.54E-4
2016-07-17 22:00:00	0.001045	-0.007061	0.005484	-0.002433	8.33E-4	-0.001309	9.23E-4
2016-07-17 23:00:00	0.001511	-0.007758	0.005723	-0.003545	9.24E-4	-9.55E-4	4.07E-4
2016-07-18 00:00:00	8.05E-4	-0.007004	0.006052	-0.002638	0.001315	-2.21E-4	1.4E-4
2016-07-18 01:00:00	0.001728	-0.008358	0.006377	-0.002903	0.002055	-8.63E-4	-9.9E-5
2016-07-18 02:00:00	0.001131	-0.00883	0.005879	-0.00359	0.001602	-6.95E-4	-0.001005
2016-07-18 03:00:00	0.00212	-0.00882	0.006136	-0.002655	5.64E-4	-3.74E-4	-7.89E-4
2016-07-18 04:00:00	0.134858	0.151899	0.169588	0.141246	0.094411	0.099745	0.104437
2016-07-18 05:00:00	4.586526	5.583074	6.208998	6.070549	5.264503	4.752371	4.854865
2016-07-18 06:00:00	12.181699	14.942152	16.998036	16.955396	15.629699	13.575819	13.783799
2016-07-18 07:00:00	15.446094	18.259085	20.030367	19.947037	18.255365	15.183156	15.334509
2016-07-18 08:00:00	47.973266	59.083002	67.525427	68.820707	64.825202	56.478595	56.882452
2016-07-18 09:00:00	76.6247	92.541095	105.224602	106.781531	102.201647	89.756026	87.047931
2016-07-18 10:00:00	62.10239	74.763268	82.760524	84.359074	78.328996	66.856025	67.092411
2016-07-18 11:00:00	91.359072	111.221798	125.369883	128.238437	120.454413	103.323491	103.781991
2016-07-18 12:00:00	64.368413	77.882786	87.025618	88.782439	82.946693	70.293229	70.737297
2016-07-18 13:00:00	66.600522	80.839164	91.333041	93.444003	87.651861	75.012773	75.57364
2016-07-18 14:00:00	47.663988	57.653862	64.819461	66.158641	61.861007	52.905581	53.325461
2016-07-18 15:00:00	13.12622	15.588131	17.294603	17.483821	16.234514	13.597631	13.751907
2016-07-18 16:00:00	8.113392	9.742948	10.932897	11.053913	10.363703	8.637789	8.702666
2016-07-18 17:00:00	37.115012	47.249509	56.760475	58.626664	55.498508	50.660274	51.03853
2016-07-18 18:00:00	9.82862	11.644269	12.814569	12.782735	11.211547	9.88173	9.891421
2016-07-18 19:00:00	1.390434	1.631316	1.692327	1.575182	1.166867	1.124186	1.163971
2016-07-18 20:00:00	0.001246	-0.005308	0.006958	-0.001718	0.002553	-0.002011	0.003795
2016-07-18 21:00:00	8.87E-4	-0.00399	0.00623	-8.07E-4	0.002589	-0.003621	0.003776
2016-07-18 22:00:00	6.45E-4	-0.005417	0.005948	-0.001266	0.00295	-0.003356	0.003263
2016-07-18 23:00:00	4.95E-4	-0.006121	0.005432	-0.001765	0.002127	-0.003058	0.003907
2016-07-19 00:00:00	7.23E-4	-0.005514	0.005764	-0.001407	0.00148	-0.00372	0.003514
2016-07-19 01:00:00	0.001123	-0.005288	0.006703	-0.001949	0.003008	-0.002586	0.003104
2016-07-19 02:00:00	8.97E-4	-0.007155	0.005659	-0.002232	0.002193	-0.002371	0.001392
2016-07-19 03:00:00	-0.001701	1.773396	1.706793	1.714142	1.823661	-1.679998	1.706162
2016-07-19 04:00:00	0.211426	0.250959	0.280681	0.245335	0.17206	0.23331	0.247371
2016-07-19 05:00:00	8.084934	10.00951	11.819312	12.093068	11.975175	13.415672	12.098264
2016-07-19 06:00:00	17.88953	21.913673	24.68951	24.900343	22.602845	19.624695	19.756392
2016-07-19 07:00:00	52.347489	66.933031	78.638769	81.318116	76.405457	69.558604	70.099352
2016-07-19 08:00:00	72.243754	90.82966	104.649489	107.721439	100.82761	89.699514	90.301048
2016-07-19 09:00:00	87.890602	108.954288	123.291919	126.620036	117.967081	103.192184	103.320964
2016-07-19 10:00:00	103.384093	127.460872	143.037031	146.735837	136.847924	118.962945	118.876397
2016-07-19 11:00:00	122.326628	152.362774	173.694034	179.115842	168.99579	147.702765	147.481846
2016-07-19 12:00:00	18.787158	22.220809	24.536617	24.875325	22.954932	18.407008	18.571836
2016-07-19 13:00:00	59.154734	71.057609	78.888632	80.551606	74.368414	62.16782	62.395587
2016-07-19 14:00:00	99.146321	122.611355	138.817104	142.97156	133.156292	115.282361	116.008504
2016-07-19 15:00:00	79.40895	98.175165	113.625583	117.009714	108.490805	93.892129	94.89256
2016-07-19 16:00:00	54.828063	68.380104	80.036845	82.301332	76.278617	66.74809	67.771899
2016-07-19 17:00:00	34.367216	43.482252	52.099694	53.497961	49.683654	44.604215	45.164052
2016-07-19 18:00:00	13.627998	17.199249	21.622711	21.979336	20.344131	18.632949	18.914542
2016-07-19 19:00:00	1.178813	1.42346	1.499538	1.386144	0.981116	0.844167	0.873971
2016-07-19 20:00:00	0.001153	-0.005443	0.006619	-8.2E-5	0.001937	-0.002124	0.003218
2016-07-19 21:00:00	4.82E-4	-0.005807	0.005804	-9.83E-4	0.001821	-0.001823	0.002957
2016-07-19 22:00:00	0.001324	-0.005961	0.005921	-0.00247	0.001616	-0.002407	0.001599
2016-07-19 23:00:00	0.001844	-0.006397	0.005591	-0.00252	0.001295	-0.001433	8.04E-4
2016-07-20 00:00:00	0.001423	-0.008368	0.005685	-0.003022	0.001079	-1.26E-4	-4.22E-4
2016-07-20 01:00:00	0.001722	-0.008573	0.006089	-0.003206	0.001936	-8.58E-4	-6.37E-4
2016-07-20 02:00:00	0.001873	-0.007286	0.006013	-0.002086	0.001252	1.36E-4	-6.43E-4
2016-07-20 03:00:00	0.001802	-0.00787	0.005894	-0.002921	0.001302	-1.46E-4	1.737583
2016-07-20 04:00:00	0.204515	0.242066	0.278652	0.236496	0.161907	0.232871	0.250921
2016-07-20 05:00:00	8.155156	10.691166	12.635412	12.009542	10.75292	12.149532	13.6733
2016-07-20 06:00:00	25.935053	33.423702	39.538306	40.381877	37.470664	35.541069	36.278905
2016-07-20 07:00:00	49.172715	62.440576	72.852142	74.936457	69.640476	63.19735	63.429806
2016-07-20 08:00:00	67.933255	84.882752	97.554749	100.229312	93.354772	83.006462	83.086025
2016-07-20 09:00:00	83.906249	103.079447	118.900753	120.985965	113.794593	100.886598	100.307899
2016-07-20 10:00:00	102.064173	125.533639	142.053777	145.954589	136.494489	119.145451	118.667594
2016-07-20 11:00:00	115.148682	141.67879	160.433779	164.90077	154.943033	135.233872	134.617768
2016-07-20 12:00:00	108.847331	133.583235	151.162546	155.300111	146.034032	127.277783	126.771084
2016-07-20 13:00:00	49.198415	58.20072	63.181107	63.843373	57.879363	46.251209	46.358281
2016-07-20 14:00:00	51.266443	60.674861	65.695171	66.281846	59.372143	46.644229	46.785521
2016-07-20 15:00:00	66.560864	82.903209	96.993703	100.246742	94.04844	82.788904	83.615286
2016-07-20 16:00:00	47.585472	59.486697	70.123494	72.222047	67.558598	60.138382	60.904492
2016-07-20 17:00:00	28.917933	36.530946	43.807082	45.038671	42.203016	38.567817	38.946251
2016-07-20 18:00:00	11.20551	13.999295	16.62781	16.907373	15.560308	15.284714	15.487608
2016-07-20 19:00:00	1.50774	1.84115	1.96296	1.828495	1.32146	1.2971	1.351793
2016-07-20 20:00:00	9.25E-4	-0.003003	0.006795	9.2E-5	0.003231	-0.00419	0.005433
2016-07-20 21:00:00	4.88E-4	-0.00459	0.006868	-0.001282	0.002309	-0.003367	0.004916
2016-07-20 22:00:00	0.001098	-0.005695	0.00655	-0.002048	0.002573	-0.001194	0.002181
2016-07-20 23:00:00	0.002124	-0.008261	0.005817	-0.002932	0.002457	-8.92E-4	1.62E-4
2016-07-21 00:00:00	0.001807	-0.006842	0.006526	-0.002629	0.001194	-6.95E-4	5.5E-5
2016-07-21 01:00:00	0.002071	-0.008183	0.0065	-0.003118	4.77E-4	-2.77E-4	-0.001569
2016-07-21 02:00:00	0.002052	-0.008968	0.006147	-0.004056	7.72E-4	3.13E-4	-0.001193
2016-07-21 03:00:00	0.002724	-0.008681	0.005738	-0.004025	0.001181	3.08E-4	-0.002171
2016-07-21 04:00:00	0.155352	0.177719	0.203151	0.169972	0.116197	0.149713	0.158299
2016-07-21 05:00:00	6.94468	8.679705	9.898684	9.619478	8.525512	9.178219	9.890245
2016-07-21 06:00:00	22.493482	28.29418	33.972061	34.930182	33.110095	30.766301	31.211445
2016-07-21 07:00:00	42.531886	53.804573	62.606806	64.68859	60.41975	55.579735	56.084349
2016-07-21 08:00:00	64.740723	81.555608	93.947684	96.834039	90.523749	80.430469	81.245157
2016-07-21 09:00:00	82.664464	102.703069	116.782374	120.211878	112.242951	98.367368	98.422093
2016-07-21 10:00:00	96.569739	120.107562	133.69565	136.488979	127.707727	111.795701	110.665795
2016-07-21 11:00:00	102.880887	126.695825	142.187681	146.031258	136.680896	118.737822	118.319333
2016-07-21 12:00:00	106.645515	130.696517	146.747284	151.324385	141.362019	122.519854	122.531994
2016-07-21 13:00:00	101.734746	124.472653	141.220559	145.709921	135.497642	116.548649	117.107154
2016-07-21 14:00:00	86.680037	106.998032	121.720195	125.894007	117.32115	101.937404	102.379077
2016-07-21 15:00:00	71.500949	88.994101	102.189651	105.548062	98.407983	86.566512	86.836037
2016-07-21 16:00:00	45.259545	56.230693	64.947978	66.806162	62.221425	54.687313	55.068042
2016-07-21 17:00:00	26.927064	33.375388	38.714768	39.691522	36.710038	32.639751	32.824064
2016-07-21 18:00:00	13.658155	17.463174	21.171011	21.969918	20.730344	20.757608	20.710218
2016-07-21 19:00:00	1.495887	1.787753	1.900832	1.776055	1.319384	1.317296	1.350932
2016-07-21 20:00:00	0.002098	-0.006482	0.006615	-0.001759	0.001929	-0.001415	0.002128
2016-07-21 21:00:00	0.00176	-0.006628	0.005964	-0.003188	8.23E-4	-0.002057	0.001457
2016-07-21 22:00:00	0.001422	-0.006845	0.005718	-0.002755	0.002042	-0.001112	9.77E-4
2016-07-21 23:00:00	9.02E-4	-0.007638	0.006008	-0.002474	0.001816	-0.001728	3.3E-4
2016-07-22 00:00:00	5.7E-4	-0.006498	0.00553	-0.001902	0.002317	-0.001443	4.55E-4
2016-07-22 01:00:00	0.001279	-0.005911	0.006143	-0.002223	0.00133	-0.001686	5.08E-4
2016-07-22 02:00:00	0.001347	-0.006139	0.005668	-0.002452	0.001993	-0.001307	5.57E-4
2016-07-22 03:00:00	5.29E-4	-0.007119	0.006119	-0.002741	0.001517	-0.001272	9.53E-4
2016-07-22 04:00:00	0.111266	0.123834	0.136989	0.110371	0.070322	0.067442	0.070794
2016-07-22 05:00:00	4.669145	5.556786	6.04279	5.892659	5.007276	4.502559	4.583289
2016-07-22 06:00:00	16.072961	19.638908	22.257334	22.1819	20.312268	18.210098	18.872383
2016-07-22 07:00:00	39.674869	49.734387	58.06524	59.014804	55.656643	49.73641	50.966735
2016-07-22 08:00:00	81.263562	102.664525	120.713801	123.740068	117.889505	104.648514	105.927212
2016-07-22 09:00:00	33.241558	39.555324	43.701325	44.153473	40.961797	33.849791	34.096566
2016-07-22 10:00:00	95.176758	116.719679	131.95276	135.053606	126.779378	109.990007	110.082487
2016-07-22 11:00:00	101.560037	123.917697	139.541744	142.776728	134.180915	115.678229	115.616298
2016-07-22 12:00:00	104.40926	126.738635	143.237167	147.231907	137.663769	118.318825	118.716881
2016-07-22 13:00:00	99.394826	121.711557	137.298731	141.834945	132.481114	114.781478	115.141591
2016-07-22 14:00:00	90.812006	111.596918	127.440735	131.376946	122.349602	105.240378	106.273761
2016-07-22 15:00:00	73.538652	91.398413	106.156123	109.546392	102.531393	89.439295	90.491813
2016-07-22 16:00:00	56.045498	71.073278	83.562339	86.543194	81.277941	72.746804	73.408875
2016-07-22 17:00:00	20.038821	24.216674	27.079026	27.488823	25.286578	22.841169	23.069913
2016-07-22 18:00:00	10.005596	12.582404	14.359922	14.414631	12.827511	11.32312	11.480653
2016-07-22 19:00:00	1.298505	1.543282	1.566491	1.434338	1.00303	0.849496	0.880897
2016-07-22 20:00:00	8.94E-4	-0.003808	0.006169	-6.33E-4	0.002732	-0.003428	0.005583
2016-07-22 21:00:00	5.59E-4	-0.004201	0.006523	-2.64E-4	0.003006	-0.003062	0.004535
2016-07-22 22:00:00	7.97E-4	-0.005154	0.005195	-0.00224	0.002052	-0.002122	0.00372
2016-07-22 23:00:00	0.001722	-0.006539	0.006459	-0.002796	0.001744	-0.001755	0.002763
2016-07-23 00:00:00	0.001514	-0.006743	0.00585	-0.002962	0.001844	-0.001325	7.03E-4
2016-07-23 01:00:00	0.001008	-0.00615	0.005622	-0.002278	0.002164	-0.002581	0.002403
2016-07-23 02:00:00	0.001419	-0.006234	0.005218	-0.001726	0.002678	-0.003375	0.002898
2016-07-23 03:00:00	0.001539	-0.007142	0.005229	-0.002742	0.001641	-0.002655	0.001712
2016-07-23 04:00:00	0.089856	0.097711	0.105811	0.083777	0.051228	0.046101	0.0521
2016-07-23 05:00:00	6.038619	6.816661	6.476335	6.171505	4.418947	2.759935	3.004831
2016-07-23 06:00:00	23.905599	29.811253	34.211549	37.729602	33.561366	30.533401	33.211131
2016-07-23 07:00:00	44.017783	55.427028	64.445246	66.212314	60.94579	54.428365	55.708968
2016-07-23 08:00:00	63.828537	79.688033	91.632504	93.964545	87.73114	76.346345	77.775582
2016-07-23 09:00:00	81.911417	101.476825	115.257748	118.208763	110.804879	96.328681	96.821823
2016-07-23 10:00:00	52.711387	61.452818	64.849675	64.841049	58.173332	46.011936	46.085228
2016-07-23 11:00:00	53.077661	62.650719	67.547257	68.290305	62.420017	51.153565	51.237493
2016-07-23 12:00:00	104.806083	128.48765	144.062545	147.485748	138.486599	119.496527	119.454646
2016-07-23 13:00:00	100.403891	123.080583	139.024464	142.696807	133.373647	114.774211	115.232296
2016-07-23 14:00:00	26.023846	28.558441	28.58442	28.068249	24.231368	17.954357	18.13721
2016-07-23 15:00:00	15.249023	17.777834	19.069462	19.065676	17.256576	14.006318	14.141281
2016-07-23 16:00:00	10.392326	12.602835	14.037593	14.218468	13.050432	10.638382	10.494673
