7/25/21	15:47:10	460	102	9236
7/25/21	15:47:11	460	104	9236
7/25/21	15:47:12	460	95	9236
7/25/21	15:47:13	460	98	9236
7/25/21	15:47:14	460	98	9236
7/25/21	15:47:15	460	95	9236
7/25/21	15:47:16	460	94	9236
7/25/21	15:47:17	460	98	9236
7/25/21	15:47:18	460	103	9236
7/25/21	15:47:19	460	102	9236
7/25/21	15:47:20	460	105	9236
7/25/21	15:47:21	460	105	9236
7/25/21	15:47:22	460	101	9236
7/25/21	15:47:23	460	96	9236
7/25/21	15:47:24	460	99	9236
7/25/21	15:47:25	460	96	9236
7/25/21	15:47:26	460	95	9236
7/25/21	15:47:27	460	103	9236
7/25/21	15:47:28	460	100	9236
7/25/21	15:47:29	460	103	9236
7/25/21	15:47:30	460	96	9236
7/25/21	15:47:31	460	102	9236
7/25/21	15:47:32	460	105	9236
7/25/21	15:47:33	460	100	9236
7/25/21	15:47:34	460	98	9236
7/25/21	15:47:35	460	101	9236
7/25/21	15:47:36	460	105	9237
7/25/21	15:47:37	460	104	9237
7/25/21	15:47:38	460	105	9237
7/25/21	15:47:39	460	313	9236
7/25/21	15:47:40	460	626	9234
7/25/21	15:47:41	460	209	9236
7/25/21	15:47:42	460	208	9236
7/25/21	15:47:43	460	211	9236
7/25/21	15:47:44	460	341	9235
7/25/21	15:47:45	460	119	9236
7/25/21	15:47:46	460	118	9236
7/25/21	15:47:47	460	105	9236
7/25/21	15:47:48	460	107	9236
7/25/21	15:47:49	460	100	9236
7/25/21	15:47:50	460	103	9236
7/25/21	15:47:51	460	97	9236
7/25/21	15:47:52	460	94	9236
7/25/21	15:47:53	460	105	9236
7/25/21	15:47:53	460	97	9236
7/25/21	15:47:54	460	102	9236
7/25/21	15:47:55	460	101	9236
7/25/21	15:47:56	460	110	9236
7/25/21	15:47:57	460	104	9236
7/25/21	15:47:58	460	103	9236
7/25/21	15:47:59	460	102	9236
7/25/21	15:48:00	460	98	9236
7/25/21	15:48:01	460	107	9236
7/25/21	15:48:02	460	106	9236
7/25/21	15:48:03	460	103	9236
7/25/21	15:48:04	460	103	9235
7/25/21	15:48:05	460	105	9236
7/25/21	15:48:06	460	102	9235
7/25/21	15:48:07	460	100	9236
7/25/21	15:48:08	460	107	9236
7/25/21	15:48:09	460	98	9236
7/25/21	15:48:10	460	103	9236
7/25/21	15:48:11	460	107	9235
7/25/21	15:48:12	460	100	9235
7/25/21	15:48:13	460	104	9235
7/25/21	15:48:14	460	105	9235
7/25/21	15:48:15	460	197	9235
7/25/21	15:48:16	460	349	9235
7/25/21	15:48:17	460	229	9235
7/25/21	15:48:18	460	213	9235
7/25/21	15:48:19	460	236	9234
7/25/21	15:48:20	460	236	9234
7/25/21	15:48:21	460	219	9234
7/25/21	15:48:22	460	260	9233
7/25/21	15:48:23	460	207	9233
7/25/21	15:48:24	460	252	9232
7/25/21	15:48:25	460	213	9232
7/25/21	15:48:26	460	238	9232
7/25/21	15:48:27	460	263	9232
7/25/21	15:48:28	460	212	9232
7/25/21	15:48:29	460	259	9232
7/25/21	15:48:30	460	224	9232
7/25/21	15:48:31	460	225	9232
7/25/21	15:48:32	460	252	9232
7/25/21	15:48:33	460	195	9232
7/25/21	15:48:34	460	235	9232
7/25/21	15:48:35	460	205	9232
7/25/21	15:48:36	460	222	9231
7/25/21	15:48:36	460	227	9231
7/25/21	15:48:37	460	204	9231
7/25/21	15:48:38	460	245	9231
7/25/21	15:48:39	460	206	9231
7/25/21	15:48:40	460	238	9231
7/25/21	15:48:41	460	219	9231
7/25/21	15:48:42	460	206	9231
7/25/21	15:48:43	460	239	9230
7/25/21	15:48:44	460	213	9230
7/25/21	15:48:45	460	209	9230
7/25/21	15:48:46	460	263	9229
7/25/21	15:48:47	460	208	9229
7/25/21	15:48:48	460	236	9229
7/25/21	15:48:49	460	214	9228
7/25/21	15:48:50	460	208	9228
7/25/21	15:48:51	460	218	9228
7/25/21	15:48:52	460	205	9228
7/25/21	15:48:53	460	227	9228
7/25/21	15:48:54	460	206	9228
7/25/21	15:48:55	460	228	9228
7/25/21	15:48:56	460	221	9228
7/25/21	15:48:57	460	208	9228
7/25/21	15:48:58	460	231	9228
