7/25/21	15:48:59	460	192	9228
7/25/21	15:49:00	460	239	9227
7/25/21	15:49:01	460	205	9227
7/25/21	15:49:02	460	235	9227
7/25/21	15:49:03	460	231	9227
7/25/21	15:49:04	460	212	9227
7/25/21	15:49:05	460	226	9227
7/25/21	15:49:06	460	222	9227
7/25/21	15:49:07	460	245	9227
7/25/21	15:49:08	460	267	9226
7/25/21	15:49:09	460	236	9226
7/25/21	15:49:10	460	217	9226
7/25/21	15:49:11	460	208	9226
7/25/21	15:49:12	460	211	9225
7/25/21	15:49:13	460	217	9225
7/25/21	15:49:14	460	207	9225
7/25/21	15:49:15	460	223	9225
7/25/21	15:49:16	460	233	9225
7/25/21	15:49:17	460	228	9225
7/25/21	15:49:18	460	230	9225
7/25/21	15:49:19	460	233	9225
7/25/21	15:49:20	460	245	9225
7/25/21	15:49:20	460	226	9225
7/25/21	15:49:21	460	228	9225
7/25/21	15:49:22	460	222	9225
7/25/21	15:49:23	460	224	9225
7/25/21	15:49:24	460	238	9224
7/25/21	15:49:25	460	242	9224
7/25/21	15:49:26	460	239	9225
7/25/21	15:49:27	460	245	9224
7/25/21	15:49:28	460	247	9224
7/25/21	15:49:29	460	235	9224
7/25/21	15:49:30	460	268	9224
7/25/21	15:49:31	460	267	9224
7/25/21	15:49:32	460	303	9224
7/25/21	15:49:33	460	297	9224
7/25/21	15:49:34	460	345	9224
