7/25/21,15:50:14,460,95,9224
7/25/21,15:50:15,460,102,9223
7/25/21,15:50:16,460,102,9223
7/25/21,15:50:17,460,101,9223
7/25/21,15:50:18,460,103,9223
7/25/21,15:50:19,460,96,9223
7/25/21,15:50:20,460,105,9223
7/25/21,15:50:21,460,110,9223
7/25/21,15:50:22,460,108,9223
7/25/21,15:50:23,460,503,9220
7/25/21,15:50:24,460,627,9219
7/25/21,15:50:25,460,501,9204
7/25/21,15:50:26,460,721,9181
7/25/21,15:50:27,460,725,9162
7/25/21,15:50:28,460,722,9145
7/25/21,15:50:29,460,717,9130
7/25/21,15:50:30,460,718,9115
7/25/21,15:50:31,460,721,9102
7/25/21,15:50:32,460,725,9093
7/25/21,15:50:33,460,721,9085
7/25/21,15:50:34,460,720,9076
7/25/21,15:50:35,460,721,9066
7/25/21,15:50:36,460,725,9057
7/25/21,15:50:37,460,725,9049
7/25/21,15:50:38,460,719,9042
7/25/21,15:50:39,460,719,9037
7/25/21,15:50:40,460,723,9030
7/25/21,15:50:41,460,727,9024
7/25/21,15:50:42,460,719,9016
7/25/21,15:50:43,460,722,9009
7/25/21,15:50:44,460,720,9003
7/25/21,15:50:45,460,717,8998
7/25/21,15:50:46,460,718,8992
7/25/21,15:50:46,460,719,8985
7/25/21,15:50:47,460,716,8979
7/25/21,15:50:48,460,715,8973
7/25/21,15:50:49,460,721,8967
7/25/21,15:50:50,460,723,8961
7/25/21,15:50:51,460,720,8955
7/25/21,15:50:52,460,722,8949
7/25/21,15:50:53,460,719,8944
7/25/21,15:50:54,460,722,8938
7/25/21,15:50:55,460,721,8933
7/25/21,15:50:56,460,724,8929
7/25/21,15:50:57,460,717,8926
7/25/21,15:50:58,460,721,8921
7/25/21,15:50:59,460,722,8918
7/25/21,15:51:00,460,723,8913
7/25/21,15:51:01,460,724,8910
7/25/21,15:51:02,460,714,8905
7/25/21,15:51:03,460,718,8901
7/25/21,15:51:04,460,718,8896
7/25/21,15:51:05,460,723,8892
7/25/21,15:51:06,460,724,8888
7/25/21,15:51:07,460,722,8883
7/25/21,15:51:08,460,713,8880
7/25/21,15:51:09,460,717,8874
7/25/21,15:51:10,460,724,8870
7/25/21,15:51:11,460,720,8865
7/25/21,15:51:12,460,719,8860
7/25/21,15:51:13,460,725,8856
7/25/21,15:51:14,460,724,8851
7/25/21,15:51:15,460,719,8848
7/25/21,15:51:16,460,719,8845
7/25/21,15:51:17,460,723,8841
7/25/21,15:51:18,460,717,8837
7/25/21,15:51:19,460,722,8835
7/25/21,15:51:20,460,723,8832
7/25/21,15:51:21,460,718,8830
7/25/21,15:51:22,460,722,8827
7/25/21,15:51:23,460,723,8823
7/25/21,15:51:24,460,721,8817
7/25/21,15:51:25,460,724,8813
7/25/21,15:51:26,460,720,8809
7/25/21,15:51:27,460,723,8806
7/25/21,15:51:28,460,722,8802
7/25/21,15:51:29,460,720,8797
7/25/21,15:51:30,460,720,8793
7/25/21,15:51:31,460,722,8790
7/25/21,15:51:31,460,722,8785
7/25/21,15:51:32,460,719,8782
7/25/21,15:51:33,460,722,8779
7/25/21,15:51:34,460,720,8776
7/25/21,15:51:35,460,721,8773
7/25/21,15:51:36,460,724,8769
7/25/21,15:51:37,460,727,8767
7/25/21,15:51:38,460,718,8764
7/25/21,15:51:39,460,723,8760
7/25/21,15:51:40,460,723,8759
7/25/21,15:51:41,460,720,8756
7/25/21,15:51:42,460,728,8755
7/25/21,15:51:43,460,719,8752
7/25/21,15:51:44,460,719,8751
7/25/21,15:51:45,460,724,8747
7/25/21,15:51:46,460,720,8744
7/25/21,15:51:47,460,716,8740
7/25/21,15:51:48,460,720,8736
7/25/21,15:51:49,460,722,8734
7/25/21,15:51:50,460,723,8731
7/25/21,15:51:51,460,720,8728
7/25/21,15:51:52,460,724,8726
7/25/21,15:51:53,460,724,8724
7/25/21,15:51:54,460,724,8721
7/25/21,15:51:55,460,727,8719
7/25/21,15:51:56,460,724,8716
7/25/21,15:51:57,460,714,8714
7/25/21,15:51:58,460,723,8712
7/25/21,15:51:59,460,715,8711
7/25/21,15:52:00,460,724,8709
7/25/21,15:52:01,460,721,8708
7/25/21,15:52:02,460,723,8706
7/25/21,15:52:03,460,721,8704
7/25/21,15:52:04,460,722,8703
7/25/21,15:52:05,460,719,8700
7/25/21,15:52:06,460,721,8696
7/25/21,15:52:07,460,728,8695
7/25/21,15:52:08,460,719,8693
7/25/21,15:52:09,460,721,8693
7/25/21,15:52:10,460,726,8692
7/25/21,15:52:11,460,721,8692
7/25/21,15:52:12,460,720,8691
7/25/21,15:52:13,460,723,8690
