time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2021/08/04 12:21:35.772, 543, 1120, 939
2021/08/04 12:21:37.279, 560, 1219, 1211
2021/08/04 12:21:38.784, 557, 1197, 980
2021/08/04 12:21:40.294, 567, 1137, 995
2021/08/04 12:21:41.801, 618, 1229, 1123
2021/08/04 12:21:43.307, 587, 899, 867
2021/08/04 12:21:44.813, 538, 1037, 942
2021/08/04 12:21:46.321, 580, 1026, 1127
2021/08/04 12:21:47.828, 533, 1138, 1133
2021/08/04 12:21:49.337, 557, 1107, 1184
2021/08/04 12:21:50.843, 527, 1242, 1131
2021/08/04 12:21:52.351, 526, 1010, 1008
2021/08/04 12:21:53.859, 540, 1133, 1021
