2021-08-04 21:00:01 UTC	1	0110	0.00	42.73	0.000	2.426
2021-08-04 21:00:02 UTC	1	0110	0.00	42.00	0.000	2.385
2021-08-04 21:00:03 UTC	1	0110	0.00	42.81	0.000	2.431
2021-08-04 21:00:04 UTC	1	0110	0.00	40.94	0.000	2.324
2021-08-04 21:00:05 UTC	1	0110	0.00	42.81	0.000	2.431
2021-08-04 21:00:06 UTC	1	0110	0.00	42.21	0.000	2.397
2021-08-04 21:00:07 UTC	1	0110	0.00	41.96	0.000	2.382
2021-08-04 21:00:08 UTC	1	0110	0.00	41.63	0.000	2.364
2021-08-04 21:00:09 UTC	1	0110	0.00	43.61	0.000	2.476
2021-08-04 21:00:10 UTC	1	0110	0.00	41.63	0.000	2.364
2021-08-04 21:00:11 UTC	1	0110	0.00	41.87	0.000	2.377
2021-08-04 21:00:12 UTC	1	0110	0.00	42.53	0.000	2.415
2021-08-04 21:00:13 UTC	1	0110	0.00	42.57	0.000	2.417
2021-08-04 21:00:14 UTC	1	0110	0.00	42.00	0.000	2.385
2021-08-04 21:00:15 UTC	1	0110	0.00	41.46	0.000	2.354
2021-08-04 21:00:16 UTC	1	0110	0.00	42.94	0.000	2.438
2021-08-04 21:00:17 UTC	1	0110	0.00	42.04	0.000	2.387
2021-08-04 21:00:18 UTC	1	0110	0.00	41.87	0.000	2.377
2021-08-04 21:00:19 UTC	1	0110	0.00	42.81	0.000	2.431
2021-08-04 21:00:20 UTC	1	0110	0.00	41.96	0.000	2.382
2021-08-04 21:00:21 UTC	1	0110	0.00	42.08	0.000	2.390
2021-08-04 21:00:22 UTC	1	0110	0.00	41.71	0.000	2.368
2021-08-04 21:00:23 UTC	1	0110	0.00	43.34	0.000	2.461
2021-08-04 21:00:24 UTC	1	0110	0.00	41.18	0.000	2.338
2021-08-04 21:00:25 UTC	1	0110	0.00	42.64	0.000	2.421
2021-08-04 21:00:26 UTC	1	0110	0.00	41.99	0.000	2.384
2021-08-04 21:00:27 UTC	1	0110	0.00	42.73	0.000	2.426
2021-08-04 21:00:28 UTC	1	0110	0.00	41.75	0.000	2.371
2021-08-04 21:00:29 UTC	1	0110	0.00	42.08	0.000	2.390
2021-08-04 21:00:30 UTC	1	0110	0.00	43.52	0.000	2.471
2021-08-04 21:00:31 UTC	1	0110	0.00	41.96	0.000	2.382
2021-08-04 21:00:32 UTC	1	0110	0.00	41.31	0.000	2.345
2021-08-04 21:00:33 UTC	1	0110	0.00	43.52	0.000	2.471
2021-08-04 21:00:34 UTC	1	0110	0.00	41.46	0.000	2.354
2021-08-04 21:00:35 UTC	1	0110	0.00	42.30	0.000	2.402
2021-08-04 21:00:36 UTC	1	0110	0.00	41.79	0.000	2.373
2021-08-04 21:00:37 UTC	1	0110	0.00	42.00	0.000	2.385
2021-08-04 21:00:38 UTC	1	0110	0.00	42.60	0.000	2.419
2021-08-04 21:00:39 UTC	1	0110	0.00	42.00	0.000	2.385
2021-08-04 21:00:40 UTC	1	0110	0.00	42.74	0.000	2.427
2021-08-04 21:00:41 UTC	1	0110	0.00	41.67	0.000	2.366
2021-08-04 21:00:42 UTC	1	0110	0.00	42.44	0.000	2.410
2021-08-04 21:00:43 UTC	1	0110	0.00	42.08	0.000	2.390
2021-08-04 21:00:44 UTC	1	0110	0.00	42.41	0.000	2.408
2021-08-04 21:00:45 UTC	1	0110	0.00	42.21	0.000	2.397
2021-08-04 21:00:46 UTC	1	0110	0.00	42.38	0.000	2.406
2021-08-04 21:00:47 UTC	1	0110	0.00	41.79	0.000	2.373
2021-08-04 21:00:48 UTC	1	0110	0.00	41.84	0.000	2.376
2021-08-04 21:00:49 UTC	1	0110	0.00	42.96	0.000	2.439
2021-08-04 21:00:50 UTC	1	0110	0.00	41.33	0.000	2.347
2021-08-04 21:00:51 UTC	1	0110	0.00	41.87	0.000	2.377
2021-08-04 21:00:52 UTC	1	0110	0.00	42.77	0.000	2.429
2021-08-04 21:00:53 UTC	1	0110	0.00	41.31	0.000	2.345
2021-08-04 21:00:54 UTC	1	0110	0.00	42.30	0.000	2.402
2021-08-04 21:00:55 UTC	1	0110	0.00	42.81	0.000	2.431
2021-08-04 21:00:56 UTC	1	0110	0.00	40.90	0.000	2.322
2021-08-04 21:00:57 UTC	1	0110	0.00	43.21	0.000	2.454
2021-08-04 21:00:58 UTC	1	0110	0.00	41.87	0.000	2.377
2021-08-04 21:00:59 UTC	1	0110	0.00	42.40	0.000	2.407
2021-08-04 21:01:00 UTC	1	0110	0.00	42.36	0.000	2.406
2021-08-04 21:01:01 UTC	1	0110	0.00	41.71	0.000	2.368
2021-08-04 21:01:02 UTC	1	0110	0.00	42.66	0.000	2.422
2021-08-04 21:01:03 UTC	1	0110	0.00	41.79	0.000	2.373
2021-08-04 21:01:04 UTC	1	0110	0.00	42.42	0.000	2.409
2021-08-04 21:01:05 UTC	1	0110	0.00	42.14	0.000	2.393
2021-08-04 21:01:06 UTC	1	0110	0.00	41.75	0.000	2.371
2021-08-04 21:01:07 UTC	1	0110	0.00	42.45	0.000	2.410
2021-08-04 21:01:08 UTC	1	0110	0.00	41.92	0.000	2.380
2021-08-04 21:01:09 UTC	1	0110	0.00	41.34	0.000	2.347
2021-08-04 21:01:10 UTC	1	0110	0.00	42.68	0.000	2.424
2021-08-04 21:01:11 UTC	1	0110	0.00	41.75	0.000	2.371
2021-08-04 21:01:12 UTC	1	0110	0.00	42.77	0.000	2.429
2021-08-04 21:01:13 UTC	1	0110	0.00	42.62	0.000	2.420
2021-08-04 21:01:14 UTC	1	0110	0.00	41.34	0.000	2.347
2021-08-04 21:01:15 UTC	1	0110	0.00	42.68	0.000	2.424
2021-08-04 21:01:16 UTC	1	0110	0.00	41.22	0.000	2.340
2021-08-04 21:01:17 UTC	1	0110	0.00	43.13	0.000	2.449
2021-08-04 21:01:18 UTC	1	0110	0.00	42.49	0.000	2.412
2021-08-04 21:01:19 UTC	1	0110	0.00	41.87	0.000	2.378
2021-08-04 21:01:20 UTC	1	0110	0.00	41.63	0.000	2.364
2021-08-04 21:01:21 UTC	1	0110	0.00	42.68	0.000	2.424
2021-08-04 21:01:22 UTC	1	0110	0.00	41.84	0.000	2.376
2021-08-04 21:01:23 UTC	1	0110	0.00	42.53	0.000	2.415
2021-08-04 21:01:24 UTC	1	0110	0.00	41.91	0.000	2.380
2021-08-04 21:01:25 UTC	1	0110	0.00	42.58	0.000	2.417
2021-08-04 21:01:26 UTC	1	0110	0.00	42.04	0.000	2.387
2021-08-04 21:01:27 UTC	1	0110	0.00	41.38	0.000	2.350
2021-08-04 21:01:28 UTC	1	0110	0.00	42.60	0.000	2.419
